studyName,cruise,cycle,"size_fraction (mm)",day_night,"biomass_mean (mg/m³)","biomass_std (mg/m³)",biomass_n,"biomass_95cl (mg/m³)","int_biomass_mean (mg/m²)","int_biomass_std (mg/m²)",int_biomass_n,"int_biomass_95cl (mg/m²)",chl_phaeo_mean,chl_phaeo_std,chl_phaeo_n,chl_phaeo_95cl,int_chl_phaeo_mean,int_chl_phaeo_std,int_chl_phaeo_n,int_chl_phaeo_95cl,grazing_rate_mean,grazing_rate_std,grazing_rate_n,grazing_rate_95cl,"int_grazing_rate_mean (µg/m²/day)","int_grazing_rate_std (µg/m²/day)",int_grazing_rate_n,"int_grazing_rate_95cl (µg/m²/day)","int_grazing_rate_mg_mean (mg/m²/day)","int_grazing_rate_mg_std (mg/m²/day)",int_grazing_rate_mg_n,"int_grazing_rate_mg_95cl (mg/m²/day)","mass_specific_grazing_mean (ug/mg)","mass_specific_grazing_std (ug/mg)",mass_specific_grazing_n,"mass_specific_grazing_95cl (ug/mg)",mass_specific_grazing_rate_mean,mass_specific_grazing_rate_std,mass_specific_grazing_rate_n,mass_specific_grazing_rate_95cl
P0605KN,P0605,1,5,Day,1.41176,1.34006,4,2.13233,299.862,285.458,4,454.227,0.0194034,0.0139009,4,0.0221194,4.11206,2.93626,4,4.67224,0.0366099,0.0262279,4,0.0417344,186.205,132.962,4,211.572,0.186205,0.132962,4,0.211572,0.0319604,0.0403761,4,0.0642475,1.44725,1.82834,4,2.9093
P0605KN,P0605,1,2,Day,2.98628,1.8418,4,2.93071,636.188,395.221,4,628.884,0.0743721,0.0567526,4,0.090306,15.8433,12.1463,4,19.3275,0.140324,0.10708,4,0.170388,717.429,550.018,4,875.202,0.717429,0.550018,4,0.875202,0.0244461,0.00555399,4,0.00883764,1.10698,0.2515,4,0.400192
P0605KN,P0605,1,1,Day,6.75085,7.7841,4,12.3862,1424.55,1630.87,4,2595.08,0.507391,0.522985,4,0.832186,107.555,111.013,4,176.647,0.957336,0.986758,4,1.57015,4870.39,5026.97,4,7999.04,4.87039,5.02697,4,7.99904,0.127779,0.127744,4,0.203269,5.78617,5.78458,4,9.20456
P0605KN,P0605,1,0.5,Day,3.23245,1.27091,4,2.02231,685.232,263.14,4,418.715,0.519109,0.419201,4,0.667042,109.83,88.3715,4,140.619,0.979444,0.79094,4,1.25856,4973.41,4001.7,4,6367.6,4.97341,4.0017,4,6.3676,0.157437,0.122701,4,0.195244,7.1292,5.55623,4,8.8412
P0605KN,P0605,1,0.2,Day,3.23244,0.971261,4,1.54549,685.628,199.96,4,318.181,1.26291,1.06106,4,1.68839,267.794,225.267,4,358.451,2.38283,2.00199,4,3.18562,12126.4,10200.7,4,16231.6,12.1264,10.2007,4,16.2316,0.428045,0.419756,4,0.667926,19.3831,19.0077,4,30.2455
P0605KN,P0605,1,Total,Day,17.6138,9.23857,4,14.7006,3731.46,1920.75,4,3056.34,2.38318,1.90239,4,3.02712,505.135,403.362,4,641.839,4.49654,3.58938,4,5.71151,22873.9,18265.3,4,29064.2,22.8739,18.2653,4,29.0642,0.16503,0.182585,4,0.290534,7.473,8.26797,4,13.1562
P0605KN,P0605,1,5,Night,2.35316,2.58665,4,4.11594,499.087,548.144,4,872.22,0.00852318,0.00600885,4,0.00956142,1.79762,1.25464,4,1.99641,0.0160814,0.0113374,4,0.0180403,81.4012,56.8136,4,90.4031,0.0814012,0.0568136,4,0.0904031,0.0175031,0.0196538,4,0.0312736,0.792587,0.889979,4,1.41616
P0605KN,P0605,1,2,Night,4.49578,3.847,4,6.12144,949.922,809.177,4,1287.58,0.0870416,0.0158734,4,0.0252581,18.433,3.41435,4,5.433,0.164228,0.0299496,4,0.0476565,834.696,154.611,4,246.021,0.834696,0.154611,4,0.246021,0.0909147,0.142568,4,0.226858,4.11686,6.45587,4,10.2727
P0605KN,P0605,1,1,Night,4.39162,2.95327,4,4.69931,929.57,626.59,4,997.045,0.402926,0.197245,4,0.313861,85.4177,42.1876,4,67.1299,0.760233,0.372159,4,0.592188,3867.95,1910.37,4,3039.83,3.86795,1.91037,4,3.03983,0.106937,0.0488123,4,0.0776713,4.8424,2.21035,4,3.51717
P0605KN,P0605,1,0.5,Night,4.30818,0.873053,4,1.38922,912.008,185.387,4,294.991,0.549285,0.63258,4,1.00658,116.888,135.304,4,215.3,1.03638,1.19354,4,1.89919,5293,6126.95,4,9749.35,5.29299,6.12695,4,9.74935,0.118082,0.11807,4,0.187876,5.34707,5.34655,4,8.50756
P0605KN,P0605,1,0.2,Night,2.37102,0.829914,4,1.32058,502.274,176.015,4,280.079,0.244571,0.152617,4,0.242848,51.9957,32.4944,4,51.7059,0.461452,0.287956,4,0.458202,2354.51,1471.44,4,2341.38,2.35451,1.47144,4,2.34138,0.0991787,0.0650589,4,0.103523,4.49108,2.94604,4,4.68781
P0605KN,P0605,1,Total,Night,17.9197,6.77599,4,10.7821,3792.86,1439.64,4,2290.78,1.29235,0.872509,4,1.38836,274.532,187.335,4,298.092,2.43837,1.64623,4,2.61952,12431.5,8483.04,4,13498.4,12.4316,8.48304,4,13.4984,0.0732916,0.0340188,4,0.0541315,3.31884,1.54047,4,2.45122
P0605KN,P0605,1,5,"D-N average",1.88246,1.97238,8,1.64895,399.475,418.369,8,349.765,0.0139633,0.011494,8,0.00960919,3.3497,2.429,8,2.0307,0.0263456,0.0216866,8,0.0181304,133.803,109.992,8,91.9556,0.133803,0.109992,8,0.0919556,0.0247317,0.0303963,8,0.0254119,1.11992,1.37643,8,1.15072
P0605KN,P0605,1,2,"D-N average",3.74103,2.90645,8,2.42985,793.055,612.927,8,512.42,0.0807068,0.039169,8,0.0327461,19.0142,8.37501,8,7.00168,0.152276,0.0739034,8,0.0617848,776.063,379.243,8,317.055,0.776063,0.379243,8,0.317055,0.0576804,0.0999326,8,0.0835458,2.61192,4.52522,8,3.78318
P0605KN,P0605,1,1,"D-N average",5.57123,5.59431,8,4.67696,1177.06,1173.95,8,981.443,0.455159,0.370151,8,0.309454,77.3624,78.6413,8,65.7458,0.858784,0.698394,8,0.583872,4369.17,3561.09,8,2977.15,4.36917,3.56109,8,2.97715,0.117358,0.0902156,8,0.0754221,5.31429,4.08521,8,3.41532
P0605KN,P0605,1,0.5,"D-N average",3.77032,1.16169,8,0.9712,798.62,243.101,8,203.238,0.534197,0.49706,8,0.415553,124.201,105.864,8,88.5044,1.00791,0.937844,8,0.784057,5133.2,4793.8,8,4007.72,5.1332,4.7938,8,4.00772,0.13776,0.113444,8,0.0948412,6.23813,5.13703,8,4.29467
P0605KN,P0605,1,0.2,"D-N average",2.80173,0.954719,8,0.798165,593.951,200.048,8,167.244,0.753739,0.888133,8,0.742498,128.654,188.43,8,157.532,1.42214,1.67571,8,1.40093,7240.47,8532.63,8,7133.46,7.24047,8.53263,8,7.13346,0.263612,0.328979,8,0.275033,11.9371,14.8971,8,12.4543
P0605KN,P0605,1,Total,"D-N average",17.7668,7.50222,8,6.27201,3762.16,1571.76,8,1314.03,1.83776,1.48905,8,1.24488,352.581,316.169,8,264.324,3.46746,2.80951,8,2.34881,17652.7,14317,8,11969.3,17.6527,14.317,8,11.9693,0.119161,0.131103,8,0.109605,5.39592,5.9367,8,4.96321
P0605KN,P0605,2,5,Day,0.0412363,0.00157288,5,0.00195299,8.72701,0.317621,5,0.394378,0.0000362434,0.00000296051,5,0.00000367596,0.00767179,0.000643044,5,0.000798445,0.0000766561,0.00000626159,5,0.00000777479,0.389427,0.0326415,5,0.0405298,0.000389427,0.0000326415,5,0.0000405298,0.000880723,0.0000883859,5,0.000109746,0.0447063,0.042181,5,0.0523746
P0605KN,P0605,2,2,Day,0.168903,0.0772693,5,0.0959425,35.6856,16.1553,5,20.0594,0.000702316,0.000832178,5,0.00103328,0.148452,0.175924,5,0.218439,0.00148542,0.00176009,5,0.00218544,7.53554,8.93008,5,11.0882,0.00753554,0.00893008,5,0.0110882,0.00445086,0.00476037,5,0.00591078,0.22593,0.176287,5,0.218889
P0605KN,P0605,2,1,Day,0.544452,0.221261,5,0.274732,115.2,46.6996,5,57.9852,0.00182151,0.00208778,5,0.00259232,0.384536,0.44091,5,0.547462,0.00385256,0.00441574,5,0.00548286,19.5194,22.381,5,27.7896,0.0195194,0.022381,5,0.0277896,0.00289145,0.00284464,5,0.00353209,0.146773,0.236131,5,0.293195
P0605KN,P0605,2,0.5,Day,1.35167,0.515955,5,0.640642,286.077,109.004,5,135.346,0.0407986,0.0319741,5,0.039701,8.62316,6.75184,5,8.38351,0.0862906,0.0676263,5,0.0839692,437.719,342.729,5,425.555,0.437719,0.342729,5,0.425555,0.028884,0.0162434,5,0.0201689,1.46618,0.796636,5,0.989154
P0605KN,P0605,2,0.2,Day,1.60811,0.666577,5,0.827664,340.161,140.665,5,174.658,0.059786,0.0325501,5,0.0404162,12.6516,6.8645,5,8.52341,0.12645,0.0688446,5,0.0854819,642.206,348.448,5,432.656,0.642206,0.348448,5,0.432656,0.0379765,0.0151214,5,0.0187757,1.92772,0.883141,5,1.09656
P0605KN,P0605,2,Total,Day,3.71438,1.38456,5,1.71916,785.851,292.172,5,362.78,0.103145,0.0634211,5,0.0787477,21.8154,13.3778,5,16.6107,0.218155,0.134138,5,0.166554,1107.37,679.069,5,843.176,1.10737,0.679069,5,0.843176,0.0269111,0.010132,5,0.0125806,1.36603,0.350425,5,0.43511
P0605KN,P0605,2,5,Night,0.579157,0.324316,6,0.340348,123.176,69.5504,6,72.9886,0.00164064,0.00166589,6,0.00174824,0.347212,0.350304,6,0.367622,0.00347002,0.00352341,6,0.00369759,17.6248,17.7818,6,18.6608,0.0176248,0.0177818,6,0.0186608,0.00601777,0.0111595,6,0.0117112,0.305468,0.566468,6,0.594472
P0605KN,P0605,2,2,Night,0.82568,0.325469,6,0.341558,175.513,59.8445,6,62.803,0.00485032,0.00352203,6,0.00369614,1.03035,0.740151,6,0.776741,0.0102586,0.00744923,6,0.00781749,52.3014,37.5707,6,39.4281,0.0523014,0.0375707,6,0.0394281,0.00578985,0.00261243,6,0.00274158,0.293898,0.132609,6,0.139165
P0605KN,P0605,2,1,Night,1.51835,0.529021,6,0.555173,323.051,107.884,6,113.217,0.0165735,0.011104,6,0.0116529,3.52401,2.32825,6,2.44334,0.0350537,0.0234854,6,0.0246464,178.882,118.184,6,124.026,0.178882,0.118184,6,0.124026,0.0103041,0.00356759,6,0.00374395,0.523044,0.181094,6,0.190046
P0605KN,P0605,2,0.5,Night,1.74949,0.717095,6,0.752545,372.61,163.799,6,171.896,0.0680229,0.0499033,6,0.0523703,14.4505,10.4634,6,10.9806,0.143871,0.105547,6,0.110765,733.52,531.13,6,557.387,0.73352,0.53113,6,0.557387,0.0366879,0.0163039,6,0.0171099,1.86231,0.827601,6,0.868514
P0605KN,P0605,2,0.2,Night,1.84195,0.444507,6,0.466481,392.809,102.389,6,107.45,0.0782831,0.0467624,6,0.0490741,16.5922,9.75478,6,10.237,0.165572,0.0989042,6,0.103794,842.237,495.161,6,519.64,0.842237,0.495162,6,0.51964,0.0405675,0.0185056,6,0.0194205,2.05924,0.939363,6,0.985801
P0605KN,P0605,2,Total,Night,6.51463,1.79049,6,1.87901,1387.16,369.137,6,387.385,0.16937,0.106516,6,0.111782,35.9443,22.2225,6,23.321,0.358225,0.225285,6,0.236422,1824.57,1128.03,6,1183.8,1.82457,1.12803,6,1.1838,0.0240898,0.00878281,6,0.00921699,1.22282,0.445823,6,0.467863
P0605KN,P0605,2,5,"D-N average",0.334648,0.368444,11,0.247524,77.3841,76.5386,11,51.4193,0.000911369,0.00152109,11,0.00102188,0.192875,0.304629,11,0.204652,0.00192758,0.00305739,11,0.00205398,9.79053,15.4632,11,10.3883,0.00979053,0.0154632,11,0.0103883,0.00368275,0.00833474,11,0.00559935,0.18694,0.423079,11,0.284228
P0605KN,P0605,2,2,"D-N average",0.527145,0.421622,11,0.28325,120.45,87.7585,11,58.957,0.00296486,0.00351324,11,0.00236023,0.629486,0.705976,11,0.474281,0.00627079,0.00706938,11,0.00474927,31.9533,35.836,11,24.075,0.0319533,0.035836,11,0.024075,0.00518122,0.00360081,11,0.00241906,0.263003,0.18278,11,0.122793
P0605KN,P0605,2,1,"D-N average",1.07567,0.675267,11,0.45365,236.22,136.188,11,91.4926,0.00986807,0.0116415,11,0.00782083,2.09698,2.34013,11,1.57212,0.0208713,0.0234325,11,0.0157422,106.444,118.787,11,79.8022,0.106444,0.118787,11,0.0798022,0.0069347,0.00495844,11,0.00333113,0.352012,0.251695,11,0.169091
P0605KN,P0605,2,0.5,"D-N average",1.56866,0.647634,11,0.435086,333.142,134.009,11,90.0286,0.0556482,0.0454115,11,0.0305079,11.8017,9.06847,11,6.09228,0.117698,0.0911245,11,0.0612183,599.065,460.324,11,309.25,0.599065,0.460324,11,0.30925,0.0331407,0.0159705,11,0.0107291,1.68225,0.810678,11,0.544621
P0605KN,P0605,2,0.2,"D-N average",1.73566,0.509129,11,0.342037,362.6,113.482,11,76.2382,0.0698753,0.0385954,11,0.0259287,14.801,8.40604,11,5.64725,0.147789,0.084878,11,0.0570218,751.314,426.698,11,286.66,0.751314,0.426698,11,0.28666,0.0393897,0.0162641,11,0.0109264,1.99946,0.825583,11,0.554634
P0605KN,P0605,2,Total,"D-N average",5.24179,2.23494,11,1.50146,1129.8,445.839,11,299.519,0.139268,0.0955062,11,0.0641619,29.5221,19.3119,11,12.9739,0.294557,0.194743,11,0.13083,1498.57,980.288,11,658.566,1.49857,0.980288,11,0.658566,0.0253722,0.0090445,11,0.00607618,1.28792,0.459107,11,0.308432
P0605KN,P0605,3,5,Day,0.0110143,0.0115604,3,0.0287176,0.806765,1.33944,3,3.32736,0.000272838,0.000339468,3,0.000843284,0.018907,0.0199825,3,0.0496393,0.00056956,0.000708652,3,0.00176039,0.947258,1.00114,3,2.48697,0.000947258,0.00100114,3,0.00248697,0.0463193,0.0473234,3,0.117558,2.32064,2.37095,3,5.88976
P0605KN,P0605,3,2,Day,0.0733242,0.0336583,3,0.0836117,5.00595,3.95122,3,9.81539,0.000375782,0.000203566,3,0.000505686,0.0349855,0.0273951,3,0.0680531,0.000784459,0.000424952,3,0.00105564,1.75281,1.37252,3,3.40952,0.00175281,0.00137252,3,0.00340952,0.00554908,0.00230783,3,0.00573296,0.278014,0.115624,3,0.287226
P0605KN,P0605,3,1,Day,0.259546,0.103872,3,0.258033,17.1146,13.7187,3,34.0791,0.0113672,0.00496543,3,0.0123348,0.932372,0.390882,3,0.971005,0.0237295,0.0103655,3,0.0257494,46.7127,19.5836,3,48.6483,0.0467127,0.0195836,3,0.0486483,0.0564687,0.0479135,3,0.119024,2.82913,2.40051,3,5.9632
P0605KN,P0605,3,0.5,Day,2.11237,0.49698,3,1.23457,138.793,74.2023,3,184.329,0.0597936,0.0417464,3,0.103704,5.74718,5.04725,3,12.5381,0.124821,0.0871472,3,0.216486,287.939,252.872,3,628.168,0.287939,0.252872,3,0.628168,0.027258,0.0179843,3,0.0446754,1.36565,0.901029,3,2.23828
P0605KN,P0605,3,0.2,Day,9.19435,2.85628,3,7.0954,558.371,103.346,3,256.727,1.1638,1.14947,3,2.85543,101.169,97.5521,3,242.333,2.42948,2.39955,3,5.96082,5068.65,4887.45,3,12141.1,5.06865,4.88745,3,12.1411,0.128336,0.108606,3,0.269794,6.42975,5.44129,3,13.5169
P0605KN,P0605,3,Total,Day,11.6506,2.61387,3,6.4932,720.092,125.659,3,312.154,1.23561,1.15567,3,2.87084,107.902,98.3967,3,244.431,2.57938,2.4125,3,5.99299,5406,4929.77,3,12246.2,5.406,4.92977,3,12.2462,0.104932,0.0854719,3,0.212324,5.25718,4.28222,3,10.6376
P0605KN,P0605,3,5,Night,0.0857996,0.114068,4,0.181508,7.79111,10.8692,4,17.2953,0.002908,0.00551995,4,0.00878347,0.253299,0.480402,4,0.764428,0.00607056,0.0115231,4,0.0183358,12.6905,24.0686,4,38.2985,0.0126905,0.0240686,4,0.0382985,0.0500009,0.0925695,4,0.147299,2.50509,4.63782,4,7.37981
P0605KN,P0605,3,2,Night,2.9879,3.29129,4,5.23718,268.755,299.094,4,475.925,0.0510064,0.0179379,4,0.0285433,4.29591,1.92984,4,3.07081,0.106478,0.0374461,4,0.0595851,215.229,96.6867,4,153.85,0.215229,0.0966867,4,0.15385,0.250232,0.372828,4,0.593253,12.5369,18.679,4,29.7225
P0605KN,P0605,3,1,Night,4.56647,4.2563,4,6.77272,401.813,387.308,4,616.293,0.164814,0.0839644,4,0.133606,13.8153,7.7821,4,12.3831,0.344055,0.175279,4,0.278908,692.158,389.89,4,620.403,0.692158,0.38989,4,0.620403,0.0653838,0.0464889,4,0.0739742,3.27579,2.32914,4,3.70618
P0605KN,P0605,3,0.5,Night,13.8304,10.6208,4,16.9001,1212.07,1042.56,4,1658.95,0.450327,0.267902,4,0.426292,38.7872,26.7451,4,42.5574,0.940075,0.559255,4,0.8899,1943.27,1339.95,4,2132.17,1.94327,1.33995,4,2.13217,0.0362501,0.00761658,4,0.0121197,1.81616,0.381598,4,0.607207
P0605KN,P0605,3,0.2,Night,11.7096,2.40327,4,3.82414,968.775,287.959,4,458.207,1.19604,1.36564,4,2.17303,101.121,120.737,4,192.119,2.49679,2.85082,4,4.53629,5066.26,6049.03,4,9625.35,5.06626,6.04903,4,9.62535,0.117141,0.148046,4,0.235574,5.86885,7.41723,4,11.8025
P0605KN,P0605,3,Total,Night,33.1802,18.7094,4,29.7709,2859.21,1905.2,4,3031.61,1.8651,1.55933,4,2.48124,158.273,140.057,4,222.862,3.89346,3.25516,4,5.17968,7929.61,7016.98,4,11165.6,7.92961,7.01698,4,11.1656,0.057878,0.0306565,4,0.0487813,2.89974,1.53592,4,2.44399
P0605KN,P0605,3,5,"D-N average",0.0537488,0.0902678,7,0.0834838,4.91307,8.51779,7,7.87764,0.00177864,0.0041542,7,0.00384199,0.152845,0.362248,7,0.335023,0.00371299,0.00867204,7,0.0080203,7.65769,18.1489,7,16.785,0.00765769,0.0181489,7,0.016785,0.0484231,0.0709573,7,0.0656245,2.42604,3.55502,7,3.28785
P0605KN,P0605,3,2,"D-N average",1.7388,2.80067,7,2.59019,156.435,253.69,7,234.624,0.0293076,0.0298884,7,0.0276421,2.4698,2.65512,7,2.45558,0.0611807,0.0623932,7,0.0577041,123.739,133.024,7,123.027,0.123739,0.133024,7,0.123027,0.145368,0.294292,7,0.272175,7.28308,14.7443,7,13.6362
P0605KN,P0605,3,1,"D-N average",2.72065,3.78966,7,3.50485,239.387,340.742,7,315.134,0.0990511,0.101295,7,0.093682,8.29403,8.81767,7,8.15498,0.206773,0.211457,7,0.195565,415.539,441.773,7,408.572,0.415539,0.441773,7,0.408572,0.061563,0.0432268,7,0.0399781,3.08437,2.1657,7,2.00294
P0605KN,P0605,3,0.5,"D-N average",8.80838,9.7834,7,9.04814,771.923,920.144,7,850.992,0.282956,0.282918,7,0.261656,24.6272,26.0392,7,24.0822,0.590681,0.590603,7,0.546216,1233.84,1304.59,7,1206.54,1.23384,1.30459,7,1.20654,0.0323964,0.0126459,7,0.0116955,1.62309,0.633573,7,0.585957
P0605KN,P0605,3,0.2,"D-N average",10.6316,2.72302,7,2.51838,872.655,243.705,7,225.39,1.18222,1.17184,7,1.08377,101.141,102.278,7,94.5915,2.46794,2.44625,7,2.26241,5067.28,5124.23,7,4739.12,5.06728,5.12423,7,4.73912,0.121939,0.122174,7,0.112992,6.10924,6.12101,7,5.66099
P0605KN,P0605,3,Total,"D-N average",23.9532,17.5993,7,16.2766,2045.31,1688.37,7,1561.48,1.59532,1.33198,7,1.23187,136.685,117.304,7,108.488,3.33029,2.78055,7,2.57158,6848.06,5877.03,7,5435.35,6.84806,5.87703,7,5.43535,0.0780439,0.0594781,7,0.0550081,3.91007,2.97991,7,2.75595
P0605KN,P0605,4,5,Day,0.2372,0.412862,4,0.656956,49.3375,85.71,4,136.384,0.00027401,0.000434455,4,0.000691315,0.0456708,0.090133,4,0.143422,0.000569853,0.000903528,4,0.00143772,2.84942,4.49875,4,7.15852,0.00284942,0.00449875,4,0.00715852,0.00172455,0.00083878,4,0.00133469,0.0860764,0.0418655,4,0.0666174
P0605KN,P0605,4,2,Day,0.309835,0.191717,4,0.305064,65.3796,40.8113,4,64.9399,0.000462649,0.000366008,4,0.000582401,0.0776219,0.075757,4,0.120546,0.000962163,0.000761181,4,0.00121121,4.84287,3.78121,4,6.01675,0.00484287,0.00378121,4,0.00601675,0.00164795,0.000844435,4,0.00134368,0.0822531,0.0421478,4,0.0670665
P0605KN,P0605,4,1,Day,0.715044,0.265824,4,0.422986,150.167,54.9716,4,87.4721,0.0225171,0.00897611,4,0.014283,3.80628,1.99266,4,3.17076,0.0468285,0.0186675,4,0.0297041,237.476,99.4582,4,158.26,0.237476,0.0994582,4,0.15826,0.0341814,0.0161724,4,0.0257338,1.70608,0.807201,4,1.28444
P0605KN,P0605,4,0.5,Day,2.6362,1.1635,4,1.85139,552.762,238.746,4,379.899,0.052316,0.0172933,4,0.0275175,8.81359,3.69889,4,5.88576,0.108801,0.0359645,4,0.0572276,549.884,184.62,4,293.772,0.549884,0.18462,4,0.293772,0.0213816,0.00754122,4,0.0119998,1.06721,0.3764,4,0.598937
P0605KN,P0605,4,0.2,Day,2.96562,1.01626,4,1.6171,622.781,209.203,4,332.889,0.0854597,0.0263174,4,0.0418768,14.3566,5.39182,4,8.57959,0.177729,0.0547318,4,0.0870904,895.717,269.119,4,428.228,0.895717,0.269119,4,0.428228,0.029465,0.00384383,4,0.0061164,1.47067,0.191855,4,0.305284
P0605KN,P0605,4,Total,Day,6.8639,2.74198,4,4.36311,1440.43,563.235,4,896.232,0.16103,0.0407095,4,0.0647779,27.0998,8.61821,4,13.7135,0.33489,0.0846629,4,0.134718,1690.77,430.155,4,684.473,1.69077,0.430155,4,0.684473,0.024716,0.00500425,4,0.00796287,1.23363,0.249774,4,0.397446
P0605KN,P0605,4,5,Night,0.493901,0.438102,3,1.08831,104.721,92.8219,3,230.582,0.0000222769,0.0000102154,3,0.0000253765,0.00474337,0.0021352,3,0.00530414,0.0000463288,0.0000212448,3,0.000052775,0.236753,0.106573,3,0.264742,0.000236753,0.000106573,3,0.000264742,0.000147829,0.000190051,3,0.000472113,0.0073785,0.0094859,3,0.0235643
P0605KN,P0605,4,2,Night,0.977886,0.486201,3,1.20779,208.096,101.332,3,251.723,0.00560714,0.00401824,3,0.00998186,1.20036,0.857552,3,2.13028,0.0116611,0.00835666,3,0.0207591,59.913,42.8025,3,106.327,0.059913,0.0428025,3,0.106327,0.00672349,0.00605446,3,0.0150401,0.335586,0.302193,3,0.750688
P0605KN,P0605,4,1,Night,2.86876,1.06813,3,2.65339,613.882,230.373,3,572.277,0.0539133,0.014802,3,0.0367701,11.5284,3.17872,3,7.89638,0.112122,0.0307834,3,0.0764701,575.411,158.658,3,394.127,0.575411,0.158658,3,0.394127,0.0194798,0.00287318,3,0.00713737,0.972285,0.143407,3,0.356243
P0605KN,P0605,4,0.5,Night,7.38334,3.73549,3,9.27948,1577.14,789.097,3,1960.22,0.194033,0.0984226,3,0.244495,41.489,20.9372,3,52.0109,0.403526,0.204688,3,0.508473,2070.81,1045.03,3,2595.99,2.07081,1.04503,3,2.59599,0.0260367,0.00290425,3,0.00721455,1.29955,0.144958,3,0.360095
P0605KN,P0605,4,0.2,Night,2.75932,1.0436,3,2.59244,587.864,215.744,3,535.938,0.135577,0.0383489,3,0.095264,28.9404,7.95458,3,19.7603,0.281957,0.0797536,3,0.198119,1444.48,397.032,3,986.282,1.44448,0.397032,3,0.986282,0.0511506,0.0123418,3,0.0306587,2.55305,0.616009,3,1.53025
P0605KN,P0605,4,Total,Night,14.4832,5.63652,3,14.0019,3091.7,1180.92,3,2933.58,0.389152,0.151314,3,0.375885,83.1629,32.0548,3,79.6285,0.809313,0.314685,3,0.781722,4150.86,1599.93,3,3974.45,4.15086,1.59993,3,3.97445,0.0268196,0.00335148,3,0.00832553,1.33863,0.16728,3,0.415547
P0605KN,P0605,4,5,"D-N average",0.347215,0.409918,7,0.379111,73.0733,86.1479,7,79.6735,0.000166124,0.000335434,7,0.000310224,0.0346549,0.0696158,7,0.0643839,0.000345485,0.000697596,7,0.000645169,1.72971,3.47469,7,3.21355,0.00172971,0.00347469,7,0.00321355,0.00104881,0.0010364,7,0.000958506,0.0523487,0.051729,7,0.0478413
P0605KN,P0605,4,2,"D-N average",0.596143,0.474012,7,0.438388,126.544,100.374,7,92.8304,0.00266743,0.00360704,7,0.00333595,0.569886,0.771891,7,0.71388,0.00554741,0.00750149,7,0.00693772,28.4443,38.5269,7,35.6315,0.0284443,0.0385269,7,0.0356315,0.00382318,0.00446494,7,0.00412938,0.190824,0.222856,7,0.206107
P0605KN,P0605,4,1,"D-N average",1.63807,1.31944,7,1.22028,348.902,283.97,7,262.628,0.0359726,0.0198734,7,0.0183798,7.65953,4.29544,7,3.97262,0.0748117,0.0413303,7,0.0382242,382.305,214.395,7,198.283,0.382305,0.214395,7,0.198283,0.0278807,0.0139742,7,0.012924,1.39159,0.697485,7,0.645066
P0605KN,P0605,4,0.5,"D-N average",4.67069,3.43029,7,3.17248,991.782,732.033,7,677.018,0.113052,0.0954814,7,0.0883056,24.0764,20.4514,7,18.9144,0.235112,0.198571,7,0.183648,1201.71,1020.78,7,944.064,1.20171,1.02078,7,0.944064,0.0233766,0.00611866,7,0.00565882,1.16678,0.305397,7,0.282445
P0605KN,P0605,4,0.2,"D-N average",2.87721,0.944237,7,0.873274,607.816,194.285,7,179.683,0.106938,0.0394227,7,0.0364599,22.6578,8.37646,7,7.74693,0.222398,0.0819867,7,0.075825,1130.9,418.089,7,386.668,1.1309,0.418089,7,0.386668,0.0387588,0.0138752,7,0.0128324,1.93455,0.692545,7,0.640498
P0605KN,P0605,4,Total,"D-N average",10.1293,5.56203,7,5.14402,2148.12,1184.29,7,1095.28,0.258796,0.152739,7,0.14126,54.9982,32.7678,7,30.3052,0.538214,0.317648,7,0.293776,2745.09,1635.52,7,1512.61,2.74509,1.63552,7,1.51261,0.0256175,0.00418685,7,0.00387219,1.27863,0.208976,7,0.19327
P0605KN,P0605,5,5,Day,0.0709994,0.0226739,4,0.0360792,15.0376,4.89323,4,7.78622,0.0000728887,0.0000507629,4,0.0000807751,0.0153686,0.0106368,4,0.0169255,0.000149417,0.000104061,4,0.000165584,0.756112,0.523315,4,0.832712,0.000756112,0.000523315,4,0.000832712,0.00114864,0.00100814,4,0.00160417,0.0565114,0.0495988,4,0.0789228
P0605KN,P0605,5,2,Day,0.127498,0.0529703,4,0.0842876,26.8846,10.8785,4,17.3101,0.00028914,0.000282446,4,0.000449434,0.0608669,0.0593779,4,0.0944835,0.00059272,0.000578996,4,0.000921312,2.99456,2.9213,4,4.64845,0.00299456,0.0029213,4,0.00464845,0.00234126,0.00204407,4,0.00325257,0.115187,0.100565,4,0.160022
P0605KN,P0605,5,1,Day,0.247379,0.0793399,4,0.126247,52.3662,16.8239,4,26.7706,0.00105156,0.000382651,4,0.000608883,0.222923,0.0829472,4,0.131987,0.00215564,0.00078441,4,0.00124817,10.9675,4.08088,4,6.49359,0.0109675,0.00408088,4,0.00649359,0.00441739,0.00142755,4,0.00227154,0.217329,0.0702331,4,0.111757
P0605KN,P0605,5,0.5,Day,0.586791,0.303709,4,0.483269,124.225,64.9901,4,103.414,0.00541226,0.00479934,4,0.00763682,1.14292,1.01376,4,1.61312,0.0110948,0.00983835,4,0.015655,56.2299,49.8755,4,79.363,0.0562299,0.0498755,4,0.079363,0.00804037,0.0057556,4,0.00915845,0.395574,0.283167,4,0.450582
