studyName,cruise,cycle,"size_fraction  (mm)",day_night,"biomass_mean (mg/m³)","biomass_std (mg/m³)",biomass_n,"biomass_95cl (mg/m³)","int_biomass_mean (mg/m²)","int_biomass_std (mg/m²)",int_biomass_n,"int_biomass_95cl (mg/m²)"
P1106MV,P1106,4,1,Night,5.59798,1.94737,2,17,1260.68,423.162,2,3801.96
P1106MV,P1106,4,0.5,Night,1.63283,0.750499,2,7,367.451,164.618,2,1479.04
P1106MV,P1106,4,0.2,Night,3.08364,2.73547,2,25,700.017,626.453,2,5628.45
P1106MV,P1106,4,Total,Night,22.7502,8.17662,2,73,5123.03,1778.99,2,15983.6
P1106MV,P1106,4,5,"D-N average",5.04545,5.48075,4,9,1133.06,1227.37,4,1953.03
P1106MV,P1106,4,2,"D-N average",3.81418,1.9577,4,3,850.035,434.147,4,690.825
P1106MV,P1106,4,1,"D-N average",4.04853,2.11348,4,3,907.365,475.623,4,756.823
P1106MV,P1106,4,0.5,"D-N average",1.82964,0.49729,4,1,408.361,107.971,4,171.805
P1106MV,P1106,4,0.2,"D-N average",2.89427,1.61394,4,3,649.833,370.454,4,589.476
P1106MV,P1106,4,Total,"D-N average",17.6321,7.58867,4,12,3948.65,1706.48,4,2715.39
P1106MV,P1106,5,5,Day,1.52442,0.137842,2,1,334.864,43.496,2,390.796
P1106MV,P1106,5,2,Day,1.34797,0.69456,2,6,298.595,164.033,2,1473.78
P1106MV,P1106,5,1,Day,0.911579,1.06987,2,10,204.541,242.528,2,2179.03
P1106MV,P1106,5,0.5,Day,1.20706,1.05188,2,9,269.255,241.157,2,2166.71
P1106MV,P1106,5,0.2,Day,1.64968,0.674811,2,6,364.668,162.329,2,1458.47
P1106MV,P1106,5,Total,Day,6.64071,3.62896,2,33,1471.92,853.544,2,7668.79
P1106MV,P1106,5,5,Night,1.30657,1.12514,2,10,280.827,239.341,2,2150.39
P1106MV,P1106,5,2,Night,1.19593,0.515608,2,5,259.389,115.119,2,1034.31
P1106MV,P1106,5,1,Night,2.09418,0.30183,2,3,453.304,71.6142,2,643.428
P1106MV,P1106,5,0.5,Night,1.6484,0.0342406,2,0,356.503,12.3996,2,111.406
P1106MV,P1106,5,0.2,Night,1.38417,0.0579119,2,1,299.401,16.7175,2,150.201
P1106MV,P1106,5,Total,Night,7.62924,0.215548,2,2,1649.42,23.4902,2,211.052
P1106MV,P1106,5,5,"D-N average",1.41549,0.666433,4,1,307.845,143.87,4,228.93
P1106MV,P1106,5,2,"D-N average",1.27195,0.507077,4,1,278.992,117.893,4,187.594
P1106MV,P1106,5,1,"D-N average",1.50288,0.937063,4,1,328.922,204.802,4,325.885
P1106MV,P1106,5,0.5,"D-N average",1.42773,0.65889,4,1,312.879,148.237,4,235.879
P1106MV,P1106,5,0.2,"D-N average",1.51693,0.420009,4,1,332.034,101.473,4,161.466
P1106MV,P1106,5,Total,"D-N average",7.13498,2.17509,4,3,1560.67,503.519,4,801.212
P1106MV,P1106,6,5,Day,2.75278,0.351739,2,3,590.892,81.4085,2,731.427
P1106MV,P1106,6,2,Day,2.87584,1.61621,2,15,618.658,352.923,2,3170.89
P1106MV,P1106,6,1,Day,7.30883,1.20012,2,11,1569.15,273.256,2,2455.11
P1106MV,P1106,6,0.5,Day,4.30368,0.457898,2,4,922.706,88.915,2,798.869
P1106MV,P1106,6,0.2,Day,3.46134,0.161818,2,1,742.683,42.2008,2,379.159
P1106MV,P1106,6,Total,Day,20.7025,2.87199,2,26,4444.09,660.873,2,5937.71
P1106MV,P1106,6,5,Night,5.69105,1.96214,2,18,1247.41,445.956,2,4006.76
P1106MV,P1106,6,2,Night,12.0427,4.01718,2,36,2639.42,914.185,2,8213.63
P1106MV,P1106,6,1,Night,13.999,7.8868,2,71,3072.96,1766.19,2,15868.6
P1106MV,P1106,6,0.5,Night,6.14626,2.20434,2,20,1347.32,500.269,2,4494.74
P1106MV,P1106,6,0.2,Night,3.78717,1.8584,2,17,830.924,417.622,2,3752.19
P1106MV,P1106,6,Total,Night,41.6662,17.9289,2,161,9138.04,4044.22,2,36335.9
P1106MV,P1106,6,5,"D-N average",4.22192,2.04997,4,3,919.152,460.624,4,732.956
P1106MV,P1106,6,2,"D-N average",7.45928,5.85324,4,9,1629.04,1296.63,4,2063.24
P1106MV,P1106,6,1,"D-N average",10.6539,6.01111,4,10,2321.05,1348.52,4,2145.8
P1106MV,P1106,6,0.5,"D-N average",5.22497,1.67967,4,3,1135.01,382.304,4,608.331
P1106MV,P1106,6,0.2,"D-N average",3.62426,1.09331,4,2,786.803,247.639,4,394.05
P1106MV,P1106,6,Total,"D-N average",31.1843,16.0122,4,25,6791.06,3597.48,4,5724.4
P1208MV,P1208,1,5,Day,5.82796,2.0082,3,5,1245.9,472.384,3,1173.47
P1208MV,P1208,1,2,Day,3.84153,1.89584,3,5,820.413,428.543,3,1064.56
P1208MV,P1208,1,1,Day,5.14354,1.80059,3,4,1100.73,424.641,3,1054.87
P1208MV,P1208,1,0.5,Day,6.15173,5.06258,3,13,1314.71,1097.69,3,2726.81
P1208MV,P1208,1,0.2,Day,4.32429,1.88124,3,5,918.911,413.667,3,1027.61
P1208MV,P1208,1,Total,Day,25.2891,5.50045,3,14,5400.66,1382.06,3,3433.22
P1208MV,P1208,1,5,Night,18.0335,12.3284,3,31,3825.97,2701.16,3,6710.06
P1208MV,P1208,1,2,Night,17.9817,20.5674,3,51,3830.66,4455.83,3,11068.9
P1208MV,P1208,1,1,Night,10.699,4.67242,3,12,2260.99,1040.93,3,2585.82
P1208MV,P1208,1,0.5,Night,5.53966,0.164742,3,0,1160.18,27.5194,3,68.3619
P1208MV,P1208,1,0.2,Night,9.78632,9.43775,3,23,2083.57,2050.38,3,5093.43
P1208MV,P1208,1,Total,Night,62.0402,45.8045,3,114,13161.4,10026.9,3,24908.3
P1208MV,P1208,1,5,"D-N average",11.9307,10.349,6,11,2535.93,2237.14,6,2347.73
P1208MV,P1208,1,2,"D-N average",10.9116,15.1864,6,16,2325.53,3276.23,6,3438.19
P1208MV,P1208,1,1,"D-N average",7.92125,4.39184,6,5,1680.86,953.628,6,1000.77
P1208MV,P1208,1,0.5,"D-N average",5.8457,3.22105,6,3,1237.45,699.598,6,734.183
P1208MV,P1208,1,0.2,"D-N average",7.05531,6.7819,6,7,1501.24,1468.67,6,1541.28
P1208MV,P1208,1,Total,"D-N average",43.6646,35.4474,6,37,9281.01,7684.3,6,8064.18
P1208MV,P1208,2,5,Day,4.92439,6.90742,2,62,1046.48,1468.05,2,13189.9
P1208MV,P1208,2,2,Day,0.739576,0.0700687,2,1,156.113,13.388,2,120.287
P1208MV,P1208,2,1,Day,1.40227,0.0785624,2,1,296.049,13.9195,2,125.061
P1208MV,P1208,2,0.5,Day,1.43206,1.19592,2,11,303.554,255.275,2,2293.56
P1208MV,P1208,2,0.2,Day,1.14254,0.0671873,2,1,241.211,12.0121,2,107.924
P1208MV,P1208,2,Total,Day,9.64084,7.88752,2,71,2043.41,1684.01,2,15130.2
P1208MV,P1208,2,5,Night,2.27621,1.97933,2,18,529.165,489.997,2,4402.45
P1208MV,P1208,2,2,Night,3.77435,0.902642,2,8,833.326,121.979,2,1095.94
P1208MV,P1208,2,1,Night,6.62859,1.94029,2,17,1459.76,293.508,2,2637.06
P1208MV,P1208,2,0.5,Night,2.52166,0.213933,2,2,565.362,100.946,2,906.963
P1208MV,P1208,2,0.2,Night,1.60991,0.569165,2,5,353.506,93.1516,2,836.934
P1208MV,P1208,2,Total,Night,16.8107,1.21884,2,11,3741.12,82.3039,2,739.471
P1208MV,P1208,2,5,"D-N average",3.6003,4.42128,4,7,787.824,942.142,4,1499.16
P1208MV,P1208,2,2,"D-N average",2.25696,1.82844,4,3,494.719,397.356,4,632.282
P1208MV,P1208,2,1,"D-N average",4.01543,3.21897,4,5,877.905,692.956,4,1102.65
P1208MV,P1208,2,0.5,"D-N average",1.97686,0.942198,4,1,434.458,219.012,4,348.497
P1208MV,P1208,2,0.2,"D-N average",1.37623,0.426967,4,1,297.359,84.5213,4,134.492
P1208MV,P1208,2,Total,"D-N average",13.2258,6.19424,4,10,2892.27,1381.41,4,2198.13
P1208MV,P1208,3,5,Day,8.45842,0.139643,2,1,1644.55,68.4698,2,615.176
P1208MV,P1208,3,2,Day,3.36278,0.0086421,2,0,654.084,36.3395,2,326.497
P1208MV,P1208,3,1,Day,2.48626,1.01981,2,9,489.396,226.486,2,2034.9
P1208MV,P1208,3,0.5,Day,1.1189,0.0726651,2,1,217.24,1.4843,2,13.3359
P1208MV,P1208,3,0.2,Day,2.59077,0.063919,2,1,503.599,16.8584,2,151.467
P1208MV,P1208,3,Total,Day,18.0171,0.734945,2,7,3508.87,346.67,2,3114.7
P1208MV,P1208,3,5,Night,12.6025,0.0298981,2,0,2500.79,110.774,2,995.263
P1208MV,P1208,3,2,Night,6.82695,4.59554,2,41,1376.07,975.193,2,8761.76
P1208MV,P1208,3,1,Night,9.29708,2.74239,2,25,1832.28,458.122,2,4116.07
P1208MV,P1208,3,0.5,Night,6.20433,1.29148,2,12,1225.25,198.835,2,1786.46
P1208MV,P1208,3,0.2,Night,3.44278,1.42059,2,13,676.631,250.03,2,2246.43
P1208MV,P1208,3,Total,Night,38.3736,0.888824,2,8,7611.01,178.98,2,1608.07
P1208MV,P1208,3,5,"D-N average",10.5304,2.39399,4,4,2072.67,500.03,4,795.659
P1208MV,P1208,3,2,"D-N average",5.09487,3.32263,4,5,1015.08,700.852,4,1115.21
P1208MV,P1208,3,1,"D-N average",5.89167,4.27972,4,7,1160.84,829.56,4,1320.01
P1208MV,P1208,3,0.5,"D-N average",3.66162,3.02957,4,5,721.245,593.19,4,943.898
P1208MV,P1208,3,0.2,"D-N average",3.01677,0.957093,4,2,590.115,175.821,4,279.771
P1208MV,P1208,3,Total,"D-N average",28.1954,11.7717,4,19,5559.94,2379.06,4,3785.61
P1208MV,P1208,4,5,Day,0.26228,0.204018,2,2,55.7992,45.3156,2,407.145
P1208MV,P1208,4,2,Day,0.704906,0.180201,2,2,146.16,30.2395,2,271.691
P1208MV,P1208,4,1,Day,0.95348,0.215759,2,2,197.848,35.0626,2,315.025
P1208MV,P1208,4,0.5,Day,0.592192,0.0175624,2,0,123.672,9.85263,2,88.5224
P1208MV,P1208,4,0.2,Day,1.7816,1.28956,2,12,378.526,287.724,2,2585.1
P1208MV,P1208,4,Total,Day,4.29445,1.11518,2,10,902.005,277.59,2,2494.05
P1208MV,P1208,4,5,Night,0.850617,0.374017,2,3,178.512,81.6821,2,733.885
P1208MV,P1208,4,2,Night,2.20848,0.494439,2,4,462.486,112.482,2,1010.61
P1208MV,P1208,4,1,Night,2.08449,0.33478,2,3,436.247,78.6065,2,706.251
P1208MV,P1208,4,0.5,Night,1.8099,0.0206561,2,0,378.134,3.19829,2,28.7355
P1208MV,P1208,4,0.2,Night,1.62369,0.583257,2,5,340.48,128.612,2,1155.54
P1208MV,P1208,4,Total,Night,8.57717,1.76584,2,16,1795.86,404.581,2,3635.02
P1208MV,P1208,4,5,"D-N average",0.556449,0.419386,4,1,117.156,89.0393,4,141.681
P1208MV,P1208,4,2,"D-N average",1.45669,0.919722,4,1,304.323,194.618,4,309.681
P1208MV,P1208,4,1,"D-N average",1.51898,0.692292,4,1,317.047,146.336,4,232.853
P1208MV,P1208,4,0.5,"D-N average",1.20104,0.703216,4,1,250.903,147.035,4,233.966
P1208MV,P1208,4,0.2,"D-N average",1.70264,0.822209,4,1,359.503,183.279,4,291.638
P1208MV,P1208,4,Total,"D-N average",6.43581,2.75097,4,4,1348.93,588.704,4,936.759
P1208MV,P1208,5,5,Day,1.11281,,1,,241.421,,1,
P1208MV,P1208,5,2,Day,0.169138,,1,,36.6941,,1,
P1208MV,P1208,5,1,Day,1.18972,,1,,258.107,,1,
P1208MV,P1208,5,0.5,Day,4.37367,,1,,948.856,,1,
P1208MV,P1208,5,0.2,Day,2.73946,,1,,594.318,,1,
P1208MV,P1208,5,Total,Day,9.5848,,1,,2079.4,,1,
P1208MV,P1208,5,5,Night,1.2371,,1,,252.772,,1,
P1208MV,P1208,5,2,Night,4.73682,,1,,967.855,,1,
P1208MV,P1208,5,1,Night,6.66958,,1,,1362.77,,1,
P1208MV,P1208,5,0.5,Night,3.58701,,1,,732.919,,1,
P1208MV,P1208,5,0.2,Night,2.93301,,1,,599.29,,1,
P1208MV,P1208,5,Total,Night,19.1635,,1,,3915.6,,1,
P1208MV,P1208,5,5,"D-N average",1.17496,0.0878864,2,1,247.097,8.02595,2,72.1103
P1208MV,P1208,5,2,"D-N average",2.45298,3.22984,2,29,502.275,658.43,2,5915.76
P1208MV,P1208,5,1,"D-N average",3.92965,3.87485,2,35,810.437,781.114,2,7018.03
P1208MV,P1208,5,0.5,"D-N average",3.98034,0.556253,2,5,840.888,152.691,2,1371.87
P1208MV,P1208,5,0.2,"D-N average",2.83623,0.136863,2,1,596.804,3.51578,2,31.588
P1208MV,P1208,5,Total,"D-N average",14.3742,6.77319,2,61,2997.5,1298.4,2,11665.6
P1408MV,P1408,1,5,Day,4.17524,1.77828,3,4,764.711,241.985,3,601.123
P1408MV,P1408,1,2,Day,2.29109,0.46801,3,1,434.798,114.068,3,283.361
P1408MV,P1408,1,1,Day,3.17999,3.59876,3,9,617.792,712.931,3,1771.02
P1408MV,P1408,1,0.5,Day,4.39419,1.43026,3,4,826.578,286.489,3,711.679
P1408MV,P1408,1,0.2,Day,2.01155,1.11617,3,3,365.23,165.05,3,410.008
P1408MV,P1408,1,Total,Day,16.0521,5.73545,3,14,3009.11,1110.07,3,2757.57
P1408MV,P1408,1,5,Night,14.2197,12.3039,3,31,2912.5,2523.94,3,6269.82
P1408MV,P1408,1,2,Night,5.23436,3.04059,3,8,1073.09,633.64,3,1574.05
P1408MV,P1408,1,1,Night,4.79787,1.60718,3,4,979.92,358.013,3,889.354
P1408MV,P1408,1,0.5,Night,4.61106,1.16195,3,3,934.505,229.758,3,570.749
P1408MV,P1408,1,0.2,Night,1.66468,0.309729,3,1,338.892,70.2052,3,174.399
P1408MV,P1408,1,Total,Night,30.5276,14.3128,3,36,6238.91,3000.57,3,7453.83
P1408MV,P1408,1,5,"D-N average",9.19744,9.59619,6,10,1838.6,1988.83,6,2087.15
P1408MV,P1408,1,2,"D-N average",3.76272,2.52677,6,3,753.943,536.683,6,563.215
P1408MV,P1408,1,1,"D-N average",3.98893,2.64554,6,3,798.856,542.143,6,568.944
P1408MV,P1408,1,0.5,"D-N average",4.50263,1.1715,6,1,880.542,239.667,6,251.515
P1408MV,P1408,1,0.2,"D-N average",1.83811,0.756838,6,1,352.061,114.352,6,120.005
P1408MV,P1408,1,Total,"D-N average",23.2898,12.5684,6,13,4624.01,2687.7,6,2820.57
P1408MV,P1408,2,5,Day,14.6068,10.0812,3,25,2924.26,1911.3,3,4747.94
P1408MV,P1408,2,2,Day,3.43649,0.434433,3,1,699.355,95.3689,3,236.909
P1408MV,P1408,2,1,Day,3.79385,0.865868,3,2,774.234,193.95,3,481.799
P1408MV,P1408,2,0.5,Day,4.15557,1.3598,3,3,850.49,299.198,3,743.249
P1408MV,P1408,2,0.2,Day,1.46052,0.438758,3,1,299.092,97.8291,3,243.021
P1408MV,P1408,2,Total,Day,27.4533,8.79766,3,22,5547.43,1593.97,3,3959.63
P1408MV,P1408,2,5,Night,14.5577,5.39386,3,13,2973.98,1067.49,3,2651.78
P1408MV,P1408,2,2,Night,7.69665,1.93542,3,5,1573.11,374.57,3,930.484
P1408MV,P1408,2,1,Night,4.08238,0.526645,3,1,835.707,98.9241,3,245.741
P1408MV,P1408,2,0.5,Night,4.24584,1.03115,3,3,868.813,202.977,3,504.223
P1408MV,P1408,2,0.2,Night,1.68568,0.358704,3,1,344.989,70.2709,3,174.563
P1408MV,P1408,2,Total,Night,32.2683,9.1157,3,23,6596.6,1785.1,3,4434.43
P1408MV,P1408,2,5,"D-N average",15.1678,7.23124,6,8,2949.12,1384.84,6,1453.3
P1408MV,P1408,2,2,"D-N average",6.07562,2.64925,6,3,1136.23,537.396,6,563.962
P1408MV,P1408,2,1,"D-N average",3.76731,0.660157,6,1,804.97,141.756,6,148.764
P1408MV,P1408,2,0.5,"D-N average",3.91165,1.08045,6,1,859.651,228.885,6,240.2
P1408MV,P1408,2,0.2,"D-N average",1.51134,0.379051,6,0,322.041,80.2208,6,84.1865
P1408MV,P1408,2,Total,"D-N average",30.4337,8.43524,6,9,6072.01,1619,6,1699.03
P1408MV,P1408,3,5,Day,6.04553,3.31996,3,8,1216.2,691.94,3,1718.87
P1408MV,P1408,3,2,Day,2.65437,1.45256,3,4,538.314,462.244,3,1148.28
P1408MV,P1408,3,1,Day,3.54252,0.925003,3,2,725.454,330.379,3,820.707
P1408MV,P1408,3,0.5,Day,2.51845,0.592232,3,1,515.172,130.764,3,324.836
P1408MV,P1408,3,0.2,Day,1.17816,0.0592454,3,0,240.175,17.625,3,43.783
P1408MV,P1408,3,Total,Day,15.939,2.45387,3,6,3235.32,1317.17,3,3272.04
P1408MV,P1408,3,5,Night,10.1879,1.8084,3,4,2114.13,423.544,3,1052.14
P1408MV,P1408,3,2,Night,5.62646,1.73466,3,4,1171.09,387.608,3,962.871
P1408MV,P1408,3,1,Night,5.45923,1.52925,3,4,1129.83,323.57,3,803.792
P1408MV,P1408,3,0.5,Night,2.87129,0.60633,3,2,595.832,137.204,3,340.835
P1408MV,P1408,3,0.2,Night,1.19267,0.073368,3,0,246.894,18.3351,3,45.5468
P1408MV,P1408,3,Total,Night,25.3376,4.48117,3,11,5257.77,1049.61,3,2607.38
P1408MV,P1408,3,5,"D-N average",8.11672,3.29617,6,3,1665.17,691.94,6,726.146
P1408MV,P1408,3,2,"D-N average",4.14042,2.16739,6,2,854.7,462.244,6,485.095
P1408MV,P1408,3,1,"D-N average",4.50087,1.54267,6,2,927.64,330.379,6,346.712
P1408MV,P1408,3,0.5,"D-N average",2.69487,0.569823,6,1,555.502,130.764,6,137.228
P1408MV,P1408,3,0.2,"D-N average",1.18542,0.0601687,6,0,243.535,17.625,6,18.4963
P1408MV,P1408,3,Total,"D-N average",20.6383,6.07788,6,6,4246.54,1317.17,6,1382.29
P1408MV,P1408,4,5,Day,2.91821,2.25611,3,6,595.321,448.468,3,1114.06
P1408MV,P1408,4,2,Day,0.386797,0.0796867,3,0,79.5034,14.8737,3,36.9482
P1408MV,P1408,4,1,Day,0.520453,0.12665,3,0,107.512,27.9273,3,69.3753
P1408MV,P1408,4,0.5,Day,0.788073,0.208504,3,1,162.834,45.7474,3,113.643
P1408MV,P1408,4,0.2,Day,0.818871,0.164306,3,0,169.145,36.7126,3,91.1992
P1408MV,P1408,4,Total,Day,5.4324,1.93906,3,5,1114.32,374.336,3,929.901
P1408MV,P1408,4,5,Night,7.45855,5.42136,3,13,1575.88,1071.55,3,2661.88
P1408MV,P1408,4,2,Night,1.09405,0.533269,3,1,238.166,124.618,3,309.569
P1408MV,P1408,4,1,Night,1.17293,0.14449,3,0,252.283,25.331,3,62.9256
P1408MV,P1408,4,0.5,Night,1.05604,0.0808478,3,0,227.657,19.345,3,48.0557
P1408MV,P1408,4,0.2,Night,0.730151,0.164103,3,0,156.362,27.4932,3,68.2968
P1408MV,P1408,4,Total,Night,11.5117,5.55614,3,14,2450.35,1069.51,3,2656.82
P1408MV,P1408,4,5,"D-N average",5.18838,4.46955,6,5,1085.6,910.048,6,955.037
P1408MV,P1408,4,2,"D-N average",0.740426,0.516095,6,1,158.835,117.697,6,123.515
P1408MV,P1408,4,1,"D-N average",0.846692,0.377472,6,0,179.898,82.8025,6,86.8959
P1408MV,P1408,4,0.5,"D-N average",0.922057,0.203828,6,0,195.246,47.4071,6,49.7506
P1408MV,P1408,4,0.2,"D-N average",0.774511,0.154699,6,0,162.754,29.8412,6,31.3164
P1408MV,P1408,4,Total,"D-N average",8.47206,4.99397,6,5,1782.33,1024.25,6,1074.89
P1408MV,P1408,5,5,Day,0.65936,0.590079,3,1,143.649,130.741,3,324.778
P1408MV,P1408,5,2,Day,0.414862,0.251787,3,1,88.2731,50.6795,3,125.895
P1408MV,P1408,5,1,Day,0.56191,0.150671,3,0,121.638,35.8278,3,89.0012
P1408MV,P1408,5,0.5,Day,0.820365,0.153287,3,0,177.119,36.2033,3,89.934
P1408MV,P1408,5,0.2,Day,0.624981,0.0478367,3,0,134.853,13.2008,3,32.7925
P1408MV,P1408,5,Total,Day,3.08148,0.19005,3,0,665.532,66.0019,3,163.958
P1408MV,P1408,5,5,Night,5.45126,3.30029,3,8,1265.21,724.162,3,1798.92
P1408MV,P1408,5,2,Night,1.74635,0.410134,3,1,408.129,83.507,3,207.443
P1408MV,P1408,5,1,Night,1.18436,0.446757,3,1,276.429,97.1772,3,241.402
P1408MV,P1408,5,0.5,Night,0.790105,0.250402,3,1,186.08,63.1859,3,156.962
P1408MV,P1408,5,0.2,Night,0.539147,0.150152,3,0,126.578,36.049,3,89.5507
P1408MV,P1408,5,Total,Night,9.71123,4.30538,3,11,2262.43,935.58,3,2324.11
P1408MV,P1408,5,5,"D-N average",3.05531,3.37413,6,4,704.431,770.697,6,808.797
P1408MV,P1408,5,2,"D-N average",1.08061,0.790255,6,1,248.201,185.766,6,194.95
P1408MV,P1408,5,1,"D-N average",0.873137,0.452938,6,0,199.034,107.14,6,112.436
P1408MV,P1408,5,0.5,"D-N average",0.805235,0.186424,6,0,181.6,46.3179,6,48.6076
P1408MV,P1408,5,0.2,"D-N average",0.582064,0.110199,6,0,130.716,24.6993,6,25.9203
P1408MV,P1408,5,Total,"D-N average",6.39635,4.54038,6,5,1463.98,1056.83,6,1109.08
P1604,P1604,1,5,Day,0.0479951,,1,,9.38072,,1,
P1604,P1604,1,2,Day,0.603767,,1,,118.007,,1,
P1604,P1604,1,1,Day,0.864324,,1,,168.933,,1,
P1604,P1604,1,0.5,Day,1.41944,,1,,277.431,,1,
P1604,P1604,1,0.2,Day,1.36222,,1,,266.248,,1,
P1604,P1604,1,Total,Day,4.29774,,1,,840.001,,1,
P1604,P1604,1,5,Night,2.10031,,1,,432.212,,1,
P1604,P1604,1,2,Night,1.50278,,1,,309.249,,1,
P1604,P1604,1,1,Night,2.60408,,1,,535.881,,1,
P1604,P1604,1,0.5,Night,2.21998,,1,,456.839,,1,
P1604,P1604,1,0.2,Night,1.34219,,1,,276.202,,1,
P1604,P1604,1,Total,Night,9.76934,,1,,2010.38,,1,
P1604,P1604,1,5,"D-N average",1.07415,1.45121,2,13,220.797,298.987,2,2686.29
P1604,P1604,1,2,"D-N average",1.05327,0.635697,2,6,213.628,135.229,2,1214.98
P1604,P1604,1,1,"D-N average",1.7342,1.23019,2,11,352.407,259.471,2,2331.25
P1604,P1604,1,0.5,"D-N average",1.81971,0.566073,2,5,367.135,126.861,2,1139.8
P1604,P1604,1,0.2,"D-N average",1.3522,0.0141657,2,0,271.225,7.03843,2,63.2378
P1604,P1604,1,Total,"D-N average",7.03354,3.86901,2,35,1425.19,827.586,2,7435.56
P1604,P1604,2,5,Day,0.726939,0.182179,3,0,136.704,24.7652,3,61.5201
P1604,P1604,2,2,Day,1.38702,0.335161,3,1,261.064,46.3499,3,115.14
P1604,P1604,2,1,Day,0.231622,0.0942027,3,0,43.2166,13.8652,3,34.443
P1604,P1604,2,0.5,Day,0.15292,0.0249143,3,0,29.4067,7.03263,3,17.47
P1604,P1604,2,0.2,Day,0.188776,0.0152558,3,0,36.1214,5.73252,3,14.2404
P1604,P1604,2,Total,Day,2.68728,0.543771,3,1,506.512,65.6189,3,163.006
P1604,P1604,2,5,Night,0.732732,0.31533,3,1,151.17,61.5132,3,152.807
P1604,P1604,2,2,Night,1.80221,0.826679,3,2,371.357,161.386,3,400.906
P1604,P1604,2,1,Night,0.717926,0.277406,3,1,147.986,54.4665,3,135.302
P1604,P1604,2,0.5,Night,0.316749,0.083553,3,0,65.4691,16.0948,3,39.9816
P1604,P1604,2,0.2,Night,0.268883,0.130634,3,0,55.527,26.5192,3,65.8774
P1604,P1604,2,Total,Night,3.8385,1.41358,3,4,791.51,272.18,3,676.133
P1604,P1604,2,5,"D-N average",0.729836,0.230345,6,0,143.937,42.6809,6,44.7909
P1604,P1604,2,2,"D-N average",1.59461,0.608281,6,1,316.21,122.176,6,128.216
P1604,P1604,2,1,"D-N average",0.474774,0.324467,6,0,95.6014,67.5022,6,70.8392
P1604,P1604,2,0.5,"D-N average",0.234834,0.105322,6,0,47.4379,22.6616,6,23.7819
P1604,P1604,2,0.2,"D-N average",0.228829,0.0940443,6,0,45.8242,20.1848,6,21.1826
P1604,P1604,2,Total,"D-N average",3.26289,1.1468,6,1,649.011,236.056,6,247.725
P1604,P1604,3,5,Day,1.31058,,1,,281.289,,1,
P1604,P1604,3,2,Day,0.994791,,1,,213.511,,1,
P1604,P1604,3,1,Day,5.45187,,1,,1170.13,,1,
P1604,P1604,3,0.5,Day,2.14842,,1,,461.115,,1,
P1604,P1604,3,0.2,Day,1.02485,,1,,219.963,,1,
P1604,P1604,3,Total,Day,10.9305,,1,,2346.01,,1,
P1604,P1604,3,5,Night,4.371,4.93184,2,44,924.558,1025.47,2,9213.48
P1604,P1604,3,2,Night,3.32885,2.56946,2,23,710.74,522.534,2,4694.79
P1604,P1604,3,1,Night,12.9918,12.3473,2,111,2760.92,2544.51,2,22861.5
P1604,P1604,3,0.5,Night,3.72136,1.89644,2,17,821.139,454.579,2,4084.23
P1604,P1604,3,0.2,Night,5.08079,5.10291,2,46,1135.12,1168.16,2,10495.5
P1604,P1604,3,Total,Night,29.4938,12.8493,2,115,6352.49,2469.77,2,22190
P1604,P1604,3,5,"D-N average",3.35086,3.90942,3,10,710.135,814.694,3,2023.81
P1604,P1604,3,2,"D-N average",2.55083,2.26208,3,6,544.997,467.903,3,1162.34
P1604,P1604,3,1,"D-N average",10.4785,9.75593,3,24,2230.66,2020.1,3,5018.2
P1604,P1604,3,0.5,"D-N average",3.19705,1.61955,3,4,701.131,382.788,3,950.899
P1604,P1604,3,0.2,"D-N average",3.72881,4.30156,3,11,830.07,980.544,3,2435.81
P1604,P1604,3,Total,"D-N average",23.306,14.0505,3,35,5016.99,2898.36,3,7199.93
P1604,P1604,4,5,Day,0.958908,,1,,207.769,,1,
P1604,P1604,4,2,Day,6.20803,,1,,1345.11,,1,
P1604,P1604,4,1,Day,70.2669,,1,,15224.9,,1,
P1604,P1604,4,0.5,Day,20.3664,,1,,4412.84,,1,
P1604,P1604,4,0.2,Day,6.36501,,1,,1379.13,,1,
P1604,P1604,4,Total,Day,104.165,,1,,22569.8,,1,
P1604,P1604,4,5,Night,2.9818,,1,,649.803,,1,
P1604,P1604,4,2,Night,3.80511,,1,,829.219,,1,
P1604,P1604,4,1,Night,31.4311,,1,,6849.56,,1,
P1604,P1604,4,0.5,Night,8.64109,,1,,1883.09,,1,
P1604,P1604,4,0.2,Night,2.36111,,1,,514.54,,1,
P1604,P1604,4,Total,Night,49.2203,,1,,10726.2,,1,
P1604,P1604,4,5,"D-N average",1.97036,1.4304,2,13,428.786,312.565,2,2808.29
P1604,P1604,4,2,"D-N average",5.00657,1.69913,2,15,1087.17,364.792,2,3277.53
P1604,P1604,4,1,"D-N average",50.849,27.461,2,247,11037.2,5922.28,2,53209.6
P1604,P1604,4,0.5,"D-N average",14.5037,8.29103,2,74,3147.97,1788.81,2,16071.8
P1604,P1604,4,0.2,"D-N average",4.36306,2.83119,2,25,946.833,611.355,2,5492.8
P1604,P1604,4,Total,"D-N average",76.6927,38.852,2,349,16648,8374.67,2,75243.4
P1706,P1706,1,5,Day,8.96554,7.29313,3,18,1929.26,1591.01,3,3952.28
P1706,P1706,1,2,Day,11.8268,8.4783,3,21,2542.7,1851.36,3,4599.03
