Cruise;Station;Type;yyyy-mm-dd;hh:mm;Longitude;Latitude;Bot_depth;ctd_depth;decimal_year;longitude_logged;latitude_logged;ctd_press;ctd_pressure_bin;ctd_temp00;ctd_cond00;ctd_v0;ctd_v1;ctd_v2;ctd_v3;ctd_descent_rate;ctd_xmiss_volts;ctd_xmiss_beamc;ctd_fluor_volts;ctd_upoly_unused;ctd_potential_temp00;ctd_sal00;ctd_sigmatheta00;ctd_specific_volume_anomaly00;ctd_scans_per_bin
LTER-monthly;NO;C;2002-12-03;19:42;-119.9561;34.413;55;37.744;2002.925537917;-119.9561;34.413;38.019;38;13.6199;3.9721;4.085;0.197;99999;99999;0.4;82.349;0.777;1.753;99999;13.6146;33.2539;24.9172;303.7102;6
LTER-monthly;NO;C;2002-12-03;19:42;-119.9561;34.413;55;38.739;2002.92553802;-119.9561;34.413;39.021;39;13.6101;3.9712;4.091;0.193;99999;99999;0.29;82.483;0.77;1.674;99999;13.6047;33.2533;24.9187;303.5949;7
LTER-monthly;NO;C;2002-12-03;19:42;-119.9561;34.413;55;39.694;2002.925538131;-119.9561;34.413;39.983;40;13.6107;3.9713;4.096;0.192;99999;99999;0.23;82.576;0.766;1.662;99999;13.6052;33.2537;24.9189;303.6016;7
LTER-monthly;NO;C;2002-12-03;19:42;-119.9561;34.413;55;40.758;2002.925538234;-119.9561;34.413;41.055;41;13.6053;3.9709;4.097;0.194;99999;99999;0.4;82.607;0.764;1.697;99999;13.5996;33.2537;24.92;303.5202;6
LTER-monthly;NO;C;2002-12-03;19:42;-119.9561;34.413;55;41.765;2002.925538337;-119.9561;34.413;42.069;42;13.5589;3.9661;4.091;0.192;99999;99999;0.28;82.476;0.771;1.671;99999;13.5531;33.2491;24.9259;302.9833;7
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;42.662;2002.92553844;-119.9561;34.413;42.973;43;13.4233;3.9522;4.103;0.19;99999;99999;0.25;82.724;0.759;1.625;99999;13.4174;33.2365;24.9436;301.3148;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;43.604;2002.925538535;-119.9561;34.413;43.922;44;13.2795;3.9381;4.196;0.196;99999;99999;0.32;84.625;0.668;1.735;99999;13.2736;33.2292;24.9669;299.1173;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;44.653;2002.925538631;-119.9561;34.413;44.979;45;13.2187;3.9326;4.218;0.199;99999;99999;0.38;85.083;0.646;1.791;99999;13.2126;33.23;24.9797;297.9165;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;45.682;2002.925538726;-119.9561;34.413;46.016;46;13.1509;3.9259;4.228;0.196;99999;99999;0.37;85.278;0.637;1.739;99999;13.1447;33.226;24.9901;296.949;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;46.646;2002.925538821;-119.9561;34.413;46.987;47;13.0904;3.9204;4.231;0.195;99999;99999;0.31;85.332;0.634;1.711;99999;13.084;33.227;25.003;295.7448;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;47.67;2002.925538924;-119.9561;34.413;48.018;48;13.0663;3.9184;4.224;0.193;99999;99999;0.31;85.201;0.641;1.68;99999;13.0599;33.2284;25.0088;295.2157;7
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;48.708;2002.925539026;-119.9561;34.413;49.063;49;13.0381;3.9159;4.218;0.19;99999;99999;0.32;85.079;0.646;1.625;99999;13.0315;33.2288;25.0147;294.6787;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;49.692;2002.925539122;-119.9561;34.413;50.055;50;13.0075;3.9132;4.208;0.189;99999;99999;0.32;84.875;0.656;1.621;99999;13.0008;33.2305;25.0221;293.9983;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;50.648;2002.925539209;-119.9561;34.413;51.019;51;12.9682;3.9098;4.197;0.189;99999;99999;0.4;84.642;0.667;1.618;99999;12.9613;33.2323;25.0313;293.1438;5
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;51.624;2002.925539304;-119.9561;34.413;52.001;52;12.9012;3.9038;4.134;0.189;99999;99999;0.3;83.361;0.728;1.618;99999;12.8943;33.2337;25.0456;291.8039;7
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;52.637;2002.925539407;-119.9561;34.413;53.023;53;12.8634;3.9007;4.105;0.182;99999;99999;0.29;82.769;0.756;1.493;99999;12.8564;33.2369;25.0555;290.885;6
LTER-monthly;NO;C;2002-12-03;19:43;-119.9561;34.413;55;53.382;2002.925539479;-119.9561;34.413;53.773;54;12.7613;3.8924;4.07;0.18;99999;99999;0.45;82.041;0.792;1.459;99999;12.7542;33.2476;25.0838;288.2013;3
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;2.294;2003.02146431;-119.9561;34.413;2.31;2;14.783;4.0879;4.294;0.225;99999;99999;-0.61;86.635;0.574;2.219;99999;14.7827;33.3318;24.733;320.265;1
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;2.992;2003.021464271;-119.9561;34.413;3.013;3;14.7649;4.0862;4.295;0.248;99999;99999;-0.63;86.66;0.573;2.613;99999;14.7644;33.3315;24.7366;319.9355;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;4.015;2003.021464216;-119.9561;34.413;4.044;4;14.7392;4.0837;4.293;0.268;99999;99999;-0.65;86.61;0.575;2.959;99999;14.7386;33.3299;24.7409;319.5573;3
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;4.91;2003.021464168;-119.9561;34.413;4.945;5;14.7231;4.0821;4.287;0.286;99999;99999;-0.55;86.493;0.58;3.27;99999;14.7224;33.3294;24.744;319.289;3
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;5.915;2003.021464112;-119.9561;34.413;5.958;6;14.7133;4.0812;4.27;0.302;99999;99999;-0.58;86.142;0.597;3.531;99999;14.7124;33.3288;24.7457;319.1605;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;7.002;2003.021464049;-119.9561;34.413;7.053;7;14.7046;4.0803;4.242;0.323;99999;99999;-0.42;85.574;0.623;3.894;99999;14.7035;33.3282;24.7471;319.0595;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;8.034;2003.021463986;-119.9561;34.413;8.092;8;14.6975;4.0797;4.231;0.35;99999;99999;-0.62;85.336;0.634;4.35;99999;14.6963;33.3278;24.7484;318.9665;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;8.973;2003.02146393;-119.9561;34.413;9.038;9;14.6911;4.0791;4.225;0.363;99999;99999;-0.52;85.212;0.64;4.576;99999;14.6897;33.3277;24.7497;318.8683;3
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;9.884;2003.021463875;-119.9561;34.413;9.956;10;14.6835;4.0785;4.222;0.385;99999;99999;-0.5;85.149;0.643;4.941;99999;14.682;33.328;24.7515;318.7165;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;10.886;2003.021463811;-119.9561;34.413;10.964;11;14.6757;4.0778;4.216;0.403;99999;99999;-0.47;85.043;0.648;5.252;99999;14.6741;33.3283;24.7536;318.5602;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;11.846;2003.021463748;-119.9561;34.413;11.931;12;14.6684;4.0771;4.214;0.412;99999;99999;-0.46;84.987;0.651;5.408;99999;14.6666;33.3277;24.7547;318.4812;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;12.87;2003.021463676;-119.9561;34.413;12.963;13;14.6627;4.0766;4.211;0.417;99999;99999;-0.43;84.922;0.654;5.492;99999;14.6608;33.3274;24.7556;318.4204;5
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;13.868;2003.021463605;-119.9561;34.413;13.968;14;14.6607;4.0765;4.207;0.415;99999;99999;-0.44;84.856;0.657;5.444;99999;14.6587;33.3279;24.7565;318.3665;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;14.859;2003.021463534;-119.9561;34.413;14.966;15;14.6591;4.0764;4.205;0.41;99999;99999;-0.47;84.812;0.659;5.375;99999;14.6569;33.3279;24.7569;318.359;5
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;15.901;2003.021463462;-119.9561;34.413;16.016;16;14.6586;4.0763;4.206;0.407;99999;99999;-0.56;84.825;0.658;5.325;99999;14.6562;33.3269;24.7562;318.451;4
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;16.926;2003.021463391;-119.9561;34.413;17.048;17;14.6565;4.0762;4.21;0.407;99999;99999;-0.31;84.912;0.654;5.322;99999;14.654;33.3274;24.7571;318.4024;5
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;17.853;2003.021463312;-119.9561;34.413;17.982;18;14.6503;4.0756;4.211;0.412;99999;99999;-0.34;84.937;0.653;5.404;99999;14.6477;33.3268;24.758;318.3424;5
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;18.823;2003.021463224;-119.9561;34.413;18.959;19;14.6437;4.075;4.214;0.41;99999;99999;-0.37;84.995;0.65;5.368;99999;14.6409;33.3266;24.7593;318.2492;6
LTER-monthly;NO;C;2003-01-07;20:01;-119.9561;34.413;55;19.901;2003.02146313;-119.9561;34.413;20.045;20;14.6391;4.0746;4.222;0.394;99999;99999;-0.37;85.158;0.643;5.088;99999;14.6362;33.3269;24.7605;318.1608;6
LTER-monthly;NO;C;2003-01-07;20:00;-119.9561;34.413;55;20.929;2003.021463034;-119.9561;34.413;21.081;21;14.6346;4.0742;4.237;0.383;99999;99999;-0.37;85.457;0.629;4.908;99999;14.6315;33.3264;24.7611;318.1325;6
LTER-monthly;NO;C;2003-01-07;20:00;-119.9561;34.413;55;21.747;2003.021462955;-119.9561;34.413;21.904;22;14.6232;4.0732;4.261;0.393;99999;99999;-0.48;85.961;0.605;5.081;99999;14.62;33.3271;24.7642;317.8685;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;2.965;2003.079000761;-119.9561;34.413;2.986;3;15.5859;4.1718;4.42;0.14;99999;99999;-0.47;89.201;0.457;0.78;99999;15.5854;33.4038;24.613;331.7134;5
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;3.949;2003.07900069;-119.9561;34.413;3.978;4;15.5764;4.1709;4.422;0.142;99999;99999;-0.43;89.237;0.456;0.819;99999;15.5757;33.404;24.6152;331.5305;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;4.914;2003.079000618;-119.9561;34.413;4.949;5;15.5685;4.1702;4.418;0.14;99999;99999;-0.43;89.161;0.459;0.78;99999;15.5677;33.4035;24.6167;331.4198;5
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;6.005;2003.079000539;-119.9561;34.413;6.048;6;15.5596;4.1695;4.417;0.143;99999;99999;-0.44;89.146;0.46;0.838;99999;15.5587;33.4047;24.6197;331.1736;5
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;7.01;2003.079000468;-119.9561;34.413;7.061;7;15.5489;4.1685;4.417;0.144;99999;99999;-0.48;89.15;0.459;0.856;99999;15.5478;33.4044;24.6218;330.997;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;7.916;2003.079000404;-119.9561;34.413;7.973;8;15.5389;4.1676;4.415;0.145;99999;99999;-0.48;89.112;0.461;0.871;99999;15.5377;33.4045;24.6241;330.8088;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;8.924;2003.079000333;-119.9561;34.413;8.988;9;15.5309;4.1669;4.413;0.147;99999;99999;-0.38;89.061;0.463;0.896;99999;15.5296;33.4043;24.6258;330.684;5
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;9.923;2003.079000262;-119.9561;34.413;9.995;10;15.5187;4.1658;4.412;0.153;99999;99999;-0.56;89.044;0.464;1.001;99999;15.5172;33.4043;24.6285;330.455;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;10.88;2003.079000198;-119.9561;34.413;10.959;11;15.4966;4.1636;4.41;0.154;99999;99999;-0.42;88.994;0.466;1.022;99999;15.4949;33.4035;24.6328;330.0735;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;11.83;2003.079000135;-119.9561;34.413;11.915;12;15.4621;4.1601;4.408;0.154;99999;99999;-0.53;88.95;0.468;1.011;99999;15.4603;33.401;24.6386;329.55;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;12.829;2003.079000071;-119.9561;34.413;12.922;13;15.4375;4.1578;4.405;0.159;99999;99999;-0.57;88.9;0.471;1.099;99999;15.4356;33.4012;24.6441;329.0532;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;13.842;2003.079000008;-119.9561;34.413;13.942;14;15.4004;4.1542;4.402;0.161;99999;99999;-0.39;88.844;0.473;1.146;99999;15.3983;33.3996;24.6512;328.414;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;14.806;2003.078999945;-119.9561;34.413;14.914;15;15.3428;4.1485;4.397;0.177;99999;99999;-0.57;88.744;0.478;1.416;99999;15.3406;33.3968;24.6617;327.4373;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;15.81;2003.078999881;-119.9561;34.413;15.924;16;15.272;4.1419;4.382;0.195;99999;99999;-0.48;88.426;0.492;1.716;99999;15.2696;33.3972;24.6777;325.9488;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;16.803;2003.078999818;-119.9561;34.413;16.924;17;15.1882;4.1336;4.374;0.207;99999;99999;-0.56;88.264;0.499;1.919;99999;15.1857;33.3935;24.6931;324.5005;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;17.902;2003.078999746;-119.9561;34.413;18.031;18;15.134;4.1281;4.358;0.237;99999;99999;-0.48;87.928;0.515;2.427;99999;15.1313;33.3899;24.7023;323.6616;5
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;18.958;2003.078999667;-119.9561;34.413;19.095;19;15.098;4.125;4.345;0.31;99999;99999;-0.17;87.668;0.526;3.671;99999;15.0952;33.3919;24.7117;322.8014;5
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;19.865;2003.07899958;-119.9561;34.413;20.009;20;15.0057;4.1164;4.327;0.389;99999;99999;-0.42;87.3;0.543;5.008;99999;15.0027;33.3928;24.7325;320.8432;6
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;20.843;2003.078999501;-119.9561;34.413;20.994;21;14.7989;4.0959;4.252;0.393;99999;99999;-0.42;85.78;0.614;5.076;99999;14.7958;33.3838;24.7702;317.273;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;21.753;2003.078999437;-119.9561;34.413;21.91;22;14.6454;4.0807;4.237;0.39;99999;99999;-0.6;85.455;0.629;5.019;99999;14.6422;33.376;24.7971;314.7312;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;22.758;2003.078999374;-119.9561;34.413;22.923;23;14.5353;4.0696;4.243;0.355;99999;99999;-0.54;85.58;0.623;4.428;99999;14.5319;33.3689;24.8151;313.0475;4
LTER-monthly;NO;C;2003-01-28;20:02;-119.9561;34.413;55;23.861;2003.078999302;-119.9561;34.413;24.033;24;14.462;4.0627;4.24;0.325;99999;99999;-0.4;85.526;0.625;3.916;99999;14.4585;33.3689;24.8307;311.596;5
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;24.913;2003.078999223;-119.9561;34.413;25.094;25;14.3519;4.0521;4.239;0.291;99999;99999;-0.36;85.506;0.626;3.351;99999;14.3483;33.3655;24.8513;309.6526;5
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;25.866;2003.078999151;-119.9561;34.413;26.053;26;14.1967;4.0377;4.085;0.278;99999;99999;-0.53;82.353;0.777;3.121;99999;14.1929;33.3668;24.885;306.4733;4
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;26.842;2003.078999088;-119.9561;34.413;27.037;27;14.0888;4.0272;4.032;0.257;99999;99999;-0.49;81.274;0.829;2.764;99999;14.0849;33.3634;24.9049;304.596;4
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;27.846;2003.078999025;-119.9561;34.413;28.048;28;14.0472;4.0236;3.992;0.244;99999;99999;-0.54;80.462;0.87;2.551;99999;14.0432;33.3652;24.915;303.6665;4
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;28.756;2003.07899897;-119.9561;34.413;28.965;29;13.976;4.0168;3.954;0.235;99999;99999;-0.51;79.67;0.909;2.399;99999;13.9719;33.3638;24.9286;302.385;3
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;29.706;2003.078998914;-119.9561;34.413;29.921;30;13.9267;4.0124;3.957;0.222;99999;99999;-0.59;79.738;0.906;2.178;99999;13.9225;33.3653;24.94;301.3293;4
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;30.724;2003.078998858;-119.9561;34.413;30.947;31;13.8827;4.0082;3.96;0.219;99999;99999;-0.74;79.803;0.902;2.122;99999;13.8784;33.3645;24.9486;300.5437;3
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;31.669;2003.078998811;-119.9561;34.413;31.899;32;13.8473;4.0049;3.952;0.213;99999;99999;-0.77;79.628;0.911;2.019;99999;13.8428;33.3644;24.9558;299.881;3
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;32.726;2003.078998755;-119.9561;34.413;32.964;33;13.7958;4.0003;3.955;0.206;99999;99999;-0.47;79.707;0.907;1.908;99999;13.7912;33.3661;24.9677;298.772;4
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;33.832;2003.078998676;-119.9561;34.413;34.078;34;13.7092;3.9923;3.949;0.201;99999;99999;-0.3;79.566;0.914;1.822;99999;13.7044;33.3666;24.9859;297.064;6
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;34.846;2003.078998557;-119.9561;34.413;35.099;35;13.6103;3.9832;3.949;0.193;99999;99999;-0.16;79.57;0.914;1.673;99999;13.6054;33.3667;25.0062;295.1608;9
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;35.719;2003.078998415;-119.9561;34.413;35.979;36;13.4221;3.9657;3.984;0.182;99999;99999;-0.27;80.288;0.878;1.486;99999;13.4172;33.3675;25.045;291.4803;9
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;36.802;2003.078998272;-119.9561;34.413;37.07;37;13.2068;3.9457;4.018;0.17;99999;99999;-0.13;80.982;0.844;1.286;99999;13.2018;33.368;25.0886;287.3419;9
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;37.719;2003.078998145;-119.9561;34.413;37.994;38;13.0843;3.9348;4.018;0.165;99999;99999;-0.28;80.986;0.844;1.212;99999;13.0791;33.3717;25.1159;284.7596;7
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;38.712;2003.078998026;-119.9561;34.413;38.993;39;13.0045;3.9274;4.007;0.162;99999;99999;-0.25;80.759;0.855;1.149;99999;12.9993;33.372;25.132;283.2523;8
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;39.717;2003.078997899;-119.9561;34.413;40.007;40;12.9194;3.9201;3.972;0.159;99999;99999;-0.28;80.047;0.89;1.099;99999;12.914;33.3769;25.1526;281.314;8
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;40.711;2003.07899778;-119.9561;34.413;41.008;41;12.8697;3.9157;3.935;0.152;99999;99999;-0.3;79.292;0.928;0.993;99999;12.8642;33.3784;25.1636;280.2949;7
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;41.676;2003.07899767;-119.9561;34.413;41.98;42;12.7954;3.9091;3.898;0.151;99999;99999;-0.28;78.543;0.966;0.96;99999;12.7898;33.3814;25.1805;278.704;7
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;42.697;2003.078997535;-119.9561;34.413;43.008;43;12.7352;3.904;3.746;0.149;99999;99999;-0.18;75.421;1.129;0.942;99999;12.7295;33.3854;25.1954;277.3074;10
LTER-monthly;NO;C;2003-01-28;20:01;-119.9561;34.413;55;43.677;2003.0789974;-119.9561;34.413;43.996;44;12.6808;3.8992;3.667;0.141;99999;99999;-0.29;73.806;1.215;0.803;99999;12.6749;33.3879;25.2079;276.1389;7
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;44.665;2003.078997273;-119.9561;34.413;44.991;45;12.5167;3.8851;3.676;0.139;99999;99999;-0.23;73.989;1.205;0.768;99999;12.5108;33.3982;25.2477;272.3668;9
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;45.669;2003.078997154;-119.9561;34.413;46.002;46;12.2782;3.8642;3.853;0.138;99999;99999;-0.37;77.622;1.014;0.74;99999;12.2722;33.4087;25.3017;267.236;6
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;46.623;2003.078997067;-119.9561;34.413;46.964;47;12.1879;3.8565;3.865;0.139;99999;99999;-0.42;77.862;1.001;0.772;99999;12.1819;33.4149;25.3237;265.16;5
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;47.636;2003.078996979;-119.9561;34.413;47.984;48;12.1802;3.856;3.773;0.139;99999;99999;-0.31;75.983;1.099;0.771;99999;12.1741;33.4161;25.3262;264.9532;6
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;48.641;2003.078996877;-119.9561;34.413;48.996;49;12.1811;3.856;3.728;0.137;99999;99999;-0.28;75.062;1.147;0.735;99999;12.1748;33.4155;25.3255;265.0416;7
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;49.685;2003.078996774;-119.9561;34.413;50.048;50;12.1802;3.856;3.728;0.137;99999;99999;-0.4;75.047;1.148;0.726;99999;12.1738;33.4156;25.3259;265.0345;6
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;50.684;2003.078996679;-119.9561;34.413;51.055;51;12.1793;3.8561;3.734;0.137;99999;99999;-0.27;75.188;1.141;0.736;99999;12.1728;33.4166;25.3268;264.9705;6
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;51.61;2003.078996567;-119.9561;34.413;51.987;52;12.1785;3.856;3.738;0.137;99999;99999;-0.2;75.263;1.137;0.734;99999;12.1718;33.4161;25.3266;265.0124;8
LTER-monthly;NO;C;2003-01-28;20:00;-119.9561;34.413;55;52.415;2003.078996464;-119.9561;34.413;52.798;53;12.1706;3.8555;3.761;0.15;99999;99999;-0.37;75.735;1.112;0.958;99999;12.1638;33.4178;25.3294;264.77;5
LTER-monthly;NR;C;2002-06-05;18:20;-119.9501;34.4237;16;1.466;2002.42949174;-119.9501;34.4237;1.477;1;15.5014;4.2081;3.89;0.308;99999;99999;0.27;78.371;0.975;3.629;99999;15.5012;33.8023;24.9384;300.683;1
LTER-monthly;NR;C;2002-06-05;18:20;-119.9501;34.4237;16;1.921;2002.429491819;-119.9501;34.4237;1.935;2;15.4815;4.2061;3.9;0.309;99999;99999;0.18;78.571;0.965;3.65;99999;15.4813;33.8005;24.9414;300.4087;9
LTER-monthly;NR;C;2002-06-05;18:20;-119.9501;34.4237;16;2.971;2002.429491946;-119.9501;34.4237;2.992;3;15.3927;4.197;3.899;0.324;99999;99999;0.3;78.546;0.966;3.905;99999;15.3922;33.7952;24.9571;298.9463;7
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;4.006;2002.429492048;-119.9501;34.4237;4.034;4;15.2741;4.1855;3.908;0.361;99999;99999;0.34;78.742;0.956;4.531;99999;15.2735;33.7929;24.9815;296.654;6
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;4.933;2002.429492144;-119.9501;34.4237;4.969;5;15.2171;4.1805;3.9;0.432;99999;99999;0.31;78.584;0.964;5.748;99999;15.2163;33.7965;24.9969;295.2198;6
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;5.921;2002.429492247;-119.9501;34.4237;5.963;6;15.1871;4.1778;3.87;0.521;99999;99999;0.3;77.958;0.996;7.25;99999;15.1862;33.7978;25.0045;294.5273;7
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;6.98;2002.429492366;-119.9501;34.4237;7.031;7;15.1113;4.1705;3.858;0.527;99999;99999;0.29;77.71;1.009;7.362;99999;15.1103;33.7973;25.0207;293.0155;8
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;7.954;2002.429492485;-119.9501;34.4237;8.011;8;14.9166;4.1511;3.845;0.527;99999;99999;0.27;77.455;1.022;7.35;99999;14.9154;33.7893;25.0569;289.5953;7
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;8.917;2002.429492604;-119.9501;34.4237;8.982;9;14.5932;4.1177;3.85;0.529;99999;99999;0.25;77.554;1.017;7.383;99999;14.5919;33.7649;25.1077;284.789;8
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;9.972;2002.42949273;-119.9501;34.4237;10.043;10;14.223;4.0853;3.886;0.54;99999;99999;0.24;78.281;0.979;7.572;99999;14.2215;33.7898;25.2056;275.5021;8
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;10.99;2002.429492857;-119.9501;34.4237;11.069;11;14.0026;4.064;3.855;0.424;99999;99999;0.27;77.651;1.012;5.597;99999;14.001;33.7855;25.2483;271.4677;8
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;11.914;2002.429492984;-119.9501;34.4237;12;12;13.6011;4.0261;3.849;0.506;99999;99999;0.2;77.535;1.018;7.002;99999;13.5994;33.7858;25.3314;263.5749;8
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;12.906;2002.429493119;-119.9501;34.4237;12.999;13;13.1185;3.9804;3.962;0.561;99999;99999;0.25;79.842;0.901;7.934;99999;13.1168;33.7838;25.4274;254.4698;9
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;13.964;2002.429493254;-119.9501;34.4237;14.065;14;12.7888;3.9493;4.021;0.493;99999;99999;0.27;81.055;0.84;6.781;99999;12.7869;33.7816;25.4911;248.4285;8
LTER-monthly;NR;C;2002-06-05;18:21;-119.9501;34.4237;16;14.846;2002.429493373;-119.9501;34.4237;14.953;15;12.6808;3.9395;4.029;0.431;99999;99999;0.25;81.214;0.832;5.727;99999;12.6788;33.7846;25.5147;246.2076;7
LTER-monthly;NR;C;2002-07-02;18:17;-119.9501;34.4237;16;1.893;2002.503457485;-119.9501;34.4237;1.906;2;17.4209;4.3795;0.786;0.221;99999;99999;0.12;14.896;7.616;2.15;99999;17.4206;33.6849;24.4052;351.4841;14
LTER-monthly;NR;C;2002-07-02;18:17;-119.9501;34.4237;16;2.999;2002.503457675;-119.9501;34.4237;3.02;3;17.2796;4.3658;0.783;0.228;99999;99999;0.21;14.844;7.63;2.284;99999;17.2791;33.6837;24.4381;348.3914;10
LTER-monthly;NR;C;2002-07-02;18:17;-119.9501;34.4237;16;4.005;2002.503457834;-119.9501;34.4237;4.034;4;17.1112;4.3497;0.679;0.263;99999;99999;0.19;12.715;8.33;2.875;99999;17.1105;33.6851;24.4791;344.509;10
