Cruise;Station;Type;yyyy-mm-dd;hh:mm;Longitude;Latitude;Bot_depth;ctd_depth;decimal_year;longitude_logged;latitude_logged;ctd_press;ctd_pressure_bin;ctd_temp00;ctd_cond00;ctd_v0;ctd_v1;ctd_v2;ctd_v3;ctd_descent_rate;ctd_xmiss_volts;ctd_xmiss_beamc;ctd_fluor_volts;ctd_upoly_unused;ctd_potential_temp00;ctd_sal00;ctd_sigmatheta00;ctd_specific_volume_anomaly00;ctd_scans_per_bin
LTER-monthly;BR;C;2001-03-08;19:26;-120.3335;34.4585;7;9.553;2001.185781337;99999;99999;9.622;10;13.104;3.918;0.304;0.191;99999;99999;0.08;5.048;11.953;1.654;99999;13.1027;33.207;24.9837;296.5777;8
LTER-monthly;BR;C;2001-04-04;17:30;-120.3335;34.4585;7;1.228;2001.259532875;99999;99999;1.237;1;11.5983;3.8287;3.803;0.129;99999;99999;0.13;76.593;1.067;0.594;99999;11.5981;33.6953;25.6509;232.8891;8
LTER-monthly;BR;C;2001-04-04;17:30;-120.3335;34.4585;7;1.955;2001.25953305;99999;99999;1.969;2;11.5816;3.8271;3.814;0.129;99999;99999;0.14;76.808;1.055;0.596;99999;11.5813;33.6948;25.6536;232.6502;14
LTER-monthly;BR;C;2001-04-04;17:30;-120.3335;34.4585;7;2.998;2001.259533295;99999;99999;3.02;3;11.5496;3.8244;3.836;0.13;99999;99999;0.12;77.255;1.032;0.613;99999;11.5493;33.6967;25.661;231.9754;17
LTER-monthly;BR;C;2001-04-04;17:30;-120.3335;34.4585;7;3.966;2001.259533573;99999;99999;3.994;4;11.526;3.8224;3.887;0.135;99999;99999;0.11;78.302;0.978;0.69;99999;11.5255;33.6984;25.6666;231.4608;18
LTER-monthly;BR;C;2001-04-04;17:31;-120.3335;34.4585;7;4.994;2001.259533874;99999;99999;5.029;5;11.4847;3.8189;3.919;0.142;99999;99999;0.12;78.961;0.945;0.807;99999;11.484;33.7009;25.6762;230.572;20
LTER-monthly;BR;C;2001-04-04;17:31;-120.3335;34.4585;7;5.941;2001.259534207;99999;99999;5.984;6;11.406;3.8124;3.957;0.14;99999;99999;0.09;79.731;0.906;0.787;99999;11.4052;33.7086;25.6966;228.6547;22
LTER-monthly;BR;C;2001-04-04;17:31;-120.3335;34.4585;7;6.87;2001.259534706;99999;99999;6.92;7;11.3512;3.8081;3.959;0.142;99999;99999;0.04;79.776;0.904;0.821;99999;11.3504;33.7156;25.7121;227.2051;41
LTER-monthly;BR;C;2001-04-04;17:31;-120.3335;34.4585;7;7.907;2001.259535166;99999;99999;7.964;8;11.3367;3.807;3.929;0.145;99999;99999;0.13;79.172;0.934;0.869;99999;11.3358;33.718;25.7167;226.7996;17
LTER-monthly;BR;C;2001-04-04;17:31;-120.3335;34.4585;7;8.998;2001.259535475;99999;99999;9.063;9;11.3213;3.806;3.893;0.147;99999;99999;0.08;78.422;0.972;0.895;99999;11.3202;33.721;25.7218;226.334;22
LTER-monthly;BR;C;2001-04-04;17:31;-120.3335;34.4585;7;9.614;2001.259535713;99999;99999;9.683;10;11.318;3.8057;3.851;0.152;99999;99999;0.09;77.573;1.016;0.978;99999;11.3168;33.7215;25.7228;226.2568;8
LTER-monthly;BR;C;2001-05-03;17:26;-120.3335;34.4585;7;1.167;2001.338977724;99999;99999;1.175;1;14.5308;4.1177;3.776;0.184;99999;99999;0.1;76.042;1.096;1.536;99999;14.5306;33.8223;25.1652;279.0873;13
LTER-monthly;BR;C;2001-05-03;17:26;-120.3335;34.4585;7;2.017;2001.338977993;99999;99999;2.032;2;14.4212;4.1068;3.765;0.195;99999;99999;0.1;75.82;1.107;1.723;99999;14.4209;33.8177;25.185;277.2298;21
LTER-monthly;BR;C;2001-05-03;17:27;-120.3335;34.4585;7;2.951;2001.33897835;99999;99999;2.972;3;14.1459;4.0808;3.783;0.23;99999;99999;0.08;76.182;1.088;2.309;99999;14.1455;33.8185;25.2436;271.6748;24
LTER-monthly;BR;C;2001-05-03;17:27;-120.3335;34.4585;7;4.028;2001.338978762;99999;99999;4.057;4;14.0519;4.0721;3.84;0.278;99999;99999;0.07;77.346;1.028;3.13;99999;14.0513;33.8207;25.2651;269.6628;28
LTER-monthly;BR;C;2001-05-03;17:27;-120.3335;34.4585;7;4.949;2001.338979167;99999;99999;4.985;5;14.0385;4.071;3.847;0.319;99999;99999;0.09;77.489;1.02;3.82;99999;14.0378;33.8215;25.2685;269.3646;23
LTER-monthly;BR;C;2001-05-03;17:27;-120.3335;34.4585;7;5.961;2001.338979515;99999;99999;6.004;6;14.0317;4.0704;3.855;0.353;99999;99999;0.08;77.655;1.012;4.392;99999;14.0309;33.8217;25.2701;269.2436;21
LTER-monthly;BR;C;2001-05-03;17:27;-120.3335;34.4585;7;6.92;2001.338979856;99999;99999;6.97;7;14.0322;4.0705;3.854;0.368;99999;99999;0.1;77.632;1.013;4.656;99999;14.0312;33.8217;25.2701;269.2737;22
LTER-monthly;BR;C;2001-05-03;17:28;-120.3335;34.4585;7;7.972;2001.338980237;99999;99999;8.029;8;14.0311;4.0705;3.856;0.355;99999;99999;0.07;77.677;1.01;4.435;99999;14.0299;33.8218;25.2704;269.2754;26
LTER-monthly;BR;C;2001-05-03;17:28;-120.3335;34.4585;7;8.977;2001.338980705;99999;99999;9.042;9;14.0273;4.0702;3.847;0.32;99999;99999;0.06;77.486;1.02;3.834;99999;14.026;33.8219;25.2713;269.2197;33
LTER-monthly;CI;C;2000-12-04;20:53;-119.5387;34.395;4;1.204;2000.928608818;-119.5387;34.395;1.212;1;14.8101;4.1154;3.361;0.321;99999;99999;0.1;67.545;1.57;3.861;99999;14.8099;33.5588;24.9021;304.1258;13
LTER-monthly;CI;C;2000-12-04;20:54;-119.5387;34.395;4;1.997;2000.928609143;-119.5387;34.395;2.011;2;14.8097;4.1153;3.364;0.33;99999;99999;0.08;67.606;1.566;4.009;99999;14.8094;33.5585;24.902;304.1638;28
LTER-monthly;CI;C;2001-02-05;20:35;-119.5387;34.395;4;1.231;2001.100981101;-119.5387;34.395;1.239;1;13.654;4.0024;3.62;0.204;99999;99999;0.04;72.852;1.267;1.873;99999;13.6538;33.522;25.1164;283.7307;35
LTER-monthly;CI;C;2001-02-05;20:36;-119.5387;34.395;4;2.039;2001.100981957;-119.5387;34.395;2.054;2;13.4413;3.9826;3.641;0.212;99999;99999;0.03;73.275;1.244;1.999;99999;13.441;33.5225;25.1601;279.5939;73
LTER-monthly;CI;C;2001-02-05;20:36;-119.5387;34.395;4;2.637;2001.100982647;-119.5387;34.395;2.656;3;13.3867;3.9775;3.769;0.199;99999;99999;0.05;75.891;1.104;1.779;99999;13.3863;33.5231;25.1716;278.5153;14
LTER-monthly;CI;C;2001-03-07;21:46;-119.5387;34.395;4;1.186;2001.183307379;-119.5387;34.395;1.195;1;13.8948;3.7294;0.898;0.247;99999;99999;0.08;17.186;7.046;2.602;99999;13.8946;30.7912;22.9583;489.5197;17
LTER-monthly;CI;C;2001-03-07;21:46;-119.5387;34.395;4;2.039;2001.183307759;-119.5387;34.395;2.054;2;13.8187;3.7283;0.83;0.245;99999;99999;0.06;15.796;7.387;2.56;99999;13.8185;30.8421;23.0129;484.3298;31
LTER-monthly;CI;C;2001-03-07;21:46;-119.5387;34.395;4;2.724;2001.183308156;-119.5387;34.395;2.744;3;13.7915;3.7272;0.708;0.232;99999;99999;0.05;13.302;8.069;2.349;99999;13.7911;30.8541;23.0276;482.936;19
LTER-monthly;CI;C;2001-04-04;22:24;-119.5387;34.395;4;1.058;2001.260092648;-119.5387;34.395;1.066;1;15.7016;4.1895;3.546;0.164;99999;99999;-0.04;71.328;1.352;1.189;99999;15.7014;33.4648;24.634;329.6496;25
LTER-monthly;CI;C;2001-04-04;22:24;-119.5387;34.395;4;1.698;2001.260092609;-119.5387;34.395;1.711;2;15.5873;4.1781;3.571;0.158;99999;99999;0.07;71.845;1.323;1.085;99999;15.5871;33.4596;24.6555;327.6254;17
LTER-monthly;CI;C;2001-05-03;23:28;-119.5387;34.395;4;1.107;2001.339666803;-119.5387;34.395;1.115;1;15.5602;4.2124;2.9;0.209;99999;99999;-0.06;58.125;2.17;1.955;99999;15.56;33.7901;24.9159;302.8105;19
LTER-monthly;CI;C;2001-05-03;23:28;-119.5387;34.395;4;1.818;2001.339666865;-119.5387;34.395;1.832;2;15.5647;4.2129;2.917;0.214;99999;99999;0.03;58.481;2.146;2.042;99999;15.5645;33.7908;24.9154;302.8787;30
LTER-monthly;CI;C;2001-06-05;21:53;-119.5387;34.395;4;1.205;2001.429895532;-119.5387;34.395;1.214;1;17.8663;4.4165;3.967;0.164;99999;99999;0.05;79.936;0.896;1.19;99999;17.8661;33.6329;24.2579;365.498;25
LTER-monthly;CI;C;2001-06-05;21:53;-119.5387;34.395;4;1.963;2001.429896008;-119.5387;34.395;1.977;2;17.6583;4.3958;3.959;0.169;99999;99999;0.05;79.781;0.904;1.278;99999;17.658;33.6277;24.3043;361.1035;35
LTER-monthly;CI;C;2001-06-05;21:53;-119.5387;34.395;4;2.584;2001.429896341;-119.5387;34.395;2.603;3;17.4341;4.3743;3.904;0.171;99999;99999;0.12;78.646;0.961;1.301;99999;17.4337;33.6285;24.3588;355.9256;7
LTER-monthly;CI;C;2001-09-04;22:05;-119.5387;34.395;4;0.775;2001.679234098;-119.5387;34.395;0.78;1;19.9178;4.6183;3.818;0.21;99999;99999;-0.07;76.892;1.051;1.965;99999;19.9176;33.6479;23.7523;413.7069;15
LTER-monthly;CI;C;2001-10-06;00:18;-119.5387;34.395;4;0.778;2001.764418799;-119.5387;34.395;0.783;1;18.4275;4.464;3.86;0.388;99999;99999;-0.03;77.76;1.006;4.986;99999;18.4274;33.5745;24.0754;382.884;72
LTER-monthly;CI;C;2001-10-06;00:18;-119.5387;34.395;4;1.972;2001.764418141;-119.5387;34.395;1.986;2;18.2983;4.4514;3.846;0.412;99999;99999;-0.09;77.473;1.021;5.396;99999;18.2979;33.5736;24.1067;379.9371;11
LTER-monthly;CI;C;2001-11-07;23:11;-119.5387;34.395;4;1.37;2001.854701402;-119.5387;34.395;1.38;1;17.1784;4.3395;3.397;0.234;99999;99999;-0.01;68.299;1.525;2.378;99999;17.1782;33.5417;24.3532;356.4231;80
LTER-monthly;CI;C;2001-11-07;23:10;-119.5387;34.395;4;1.69;2001.854699994;-119.5387;34.395;1.702;2;17.1789;4.3395;3.414;0.239;99999;99999;0;68.643;1.505;2.461;99999;17.1787;33.5415;24.3528;356.4646;210
LTER-monthly;CI;C;2001-12-05;22:48;-119.5387;34.395;4;1.238;2001.931370632;-119.5387;34.395;1.247;1;14.2135;4.0388;3.288;0.171;99999;99999;-0.03;66.061;1.659;1.303;99999;14.2134;33.3727;24.8853;305.7299;30
LTER-monthly;CI;C;2001-12-05;22:48;-119.5387;34.395;4;1.953;2001.931370291;-119.5387;34.395;1.967;2;14.1444;4.0321;3.237;0.168;99999;99999;-0.19;65.01;1.723;1.257;99999;14.1441;33.3706;24.8981;304.5256;13
LTER-monthly;CI;C;2001-12-05;22:48;-119.5387;34.395;4;2.996;2001.931370069;-119.5387;34.395;3.017;3;14.1222;4.0301;3.159;0.17;99999;99999;-0.09;63.421;1.822;1.293;99999;14.1218;33.3705;24.9027;304.125;15
LTER-monthly;CI;C;2002-02-06;21:59;-119.5387;34.395;4;0.974;2002.103881064;-119.5387;34.395;0.981;1;13.7566;4.0196;3.642;0.168;99999;99999;-0.22;73.301;1.242;1.249;99999;13.7564;33.5928;25.1501;280.516;10
LTER-monthly;CI;C;2002-02-06;21:59;-119.5387;34.395;4;2.033;2002.10388093;-119.5387;34.395;2.048;2;13.7513;4.0192;3.62;0.195;99999;99999;-0.35;72.84;1.268;1.722;99999;13.751;33.5929;25.1513;280.4339;7
LTER-monthly;CI;C;2002-02-06;21:59;-119.5387;34.395;4;2.658;2002.103880842;-119.5387;34.395;2.677;3;13.7497;4.0188;3.612;0.163;99999;99999;0;72.686;1.276;1.172;99999;13.7493;33.5907;25.1499;280.584;4
LTER-monthly;CI;C;2002-04-02;22:04;-119.5387;34.395;4;1.027;2002.254574534;-119.5387;34.395;1.034;1;12.93;3.968;4.232;0.165;99999;99999;0;85.363;0.633;1.199;99999;12.9299;33.8395;25.5078;246.4888;123
LTER-monthly;CO;C;2000-11-09;22:32;-119.5421;34.3832;23;1.161;2000.860490214;-119.5421;34.3832;1.169;1;16.6924;4.2979;2.674;0.235;99999;99999;0.04;53.507;2.502;2.403;99999;16.6922;33.5864;24.5015;342.2812;42
LTER-monthly;CO;C;2000-11-09;22:33;-119.5421;34.3832;23;1.979;2000.860490934;-119.5421;34.3832;1.994;2;16.6992;4.2986;2.643;0.243;99999;99999;0.04;52.877;2.549;2.538;99999;16.6989;33.5865;24.5001;342.443;49
LTER-monthly;CO;C;2000-11-09;22:33;-119.5421;34.3832;23;3.056;2000.8604919;-119.5421;34.3832;3.078;3;16.673;4.296;2.678;0.243;99999;99999;0.02;53.585;2.496;2.534;99999;16.6725;33.5852;24.5052;341.9937;68
LTER-monthly;CO;C;2000-11-09;22:34;-119.5421;34.3832;23;3.887;2000.860492662;-119.5421;34.3832;3.915;4;16.6287;4.2916;2.724;0.232;99999;99999;0.06;54.536;2.426;2.347;99999;16.6281;33.5835;24.5142;341.1624;42
LTER-monthly;CO;C;2000-11-09;22:34;-119.5421;34.3832;23;4.983;2000.860493282;-119.5421;34.3832;5.019;5;16.6285;4.2917;2.712;0.232;99999;99999;0.07;54.278;2.444;2.346;99999;16.6277;33.5839;24.5146;341.1608;28
LTER-monthly;CO;C;2000-11-09;22:34;-119.5421;34.3832;23;5.844;2000.86049374;-119.5421;34.3832;5.886;6;16.5936;4.2881;2.626;0.229;99999;99999;0.06;52.522;2.577;2.295;99999;16.5927;33.5819;24.5212;340.5584;30
LTER-monthly;CO;C;2000-11-09;22:34;-119.5421;34.3832;23;6.965;2000.860494167;-119.5421;34.3832;7.015;7;16.5712;4.2859;1.834;0.233;99999;99999;0.09;36.326;4.216;2.369;99999;16.57;33.5804;24.5253;340.2056;24
LTER-monthly;CO;C;2000-11-09;22:34;-119.5421;34.3832;23;7.617;2000.860494436;-119.5421;34.3832;7.672;8;16.5678;4.2851;0.804;0.253;99999;99999;0.08;15.264;7.638;2.709;99999;16.5666;33.5759;24.5227;340.4792;10
LTER-monthly;CO;C;2000-12-04;21:30;-119.5421;34.3832;23;1.101;2000.928678358;-119.5421;34.3832;1.109;1;14.7069;4.1058;3.392;0.432;99999;99999;0.04;68.182;1.532;5.742;99999;14.7068;33.5607;24.9257;301.8789;29
LTER-monthly;CO;C;2000-12-04;21:31;-119.5421;34.3832;23;1.951;2000.928679148;-119.5421;34.3832;1.965;2;14.6848;4.1038;3.339;0.469;99999;99999;0.03;67.095;1.597;6.364;99999;14.6845;33.5611;24.9308;301.4205;71
LTER-monthly;CO;C;2000-12-04;21:31;-119.5421;34.3832;23;2.842;2000.928680089;-119.5421;34.3832;2.862;3;14.6802;4.1034;3.277;0.476;99999;99999;0.04;65.835;1.672;6.49;99999;14.6797;33.5609;24.9317;301.363;48
LTER-monthly;CO;C;2000-12-04;21:31;-119.5421;34.3832;23;3.976;2000.928680619;-119.5421;34.3832;4.004;4;14.6759;4.1031;3.307;0.466;99999;99999;0.11;66.445;1.636;6.312;99999;14.6753;33.5621;24.9335;301.2168;19
LTER-monthly;CO;C;2000-12-04;21:32;-119.5421;34.3832;23;4.957;2000.928680967;-119.5421;34.3832;4.993;5;14.6661;4.1023;3.402;0.456;99999;99999;0.08;68.399;1.519;6.146;99999;14.6654;33.5627;24.9362;300.9974;25
LTER-monthly;CO;C;2000-12-04;21:32;-119.5421;34.3832;23;6.006;2000.928681338;-119.5421;34.3832;6.049;6;14.652;4.1011;3.443;0.433;99999;99999;0.1;69.234;1.471;5.76;99999;14.6511;33.563;24.9394;300.7162;22
LTER-monthly;CO;C;2000-12-04;21:32;-119.5421;34.3832;23;6.977;2000.928681749;-119.5421;34.3832;7.027;7;14.6339;4.0995;3.505;0.397;99999;99999;0.06;70.496;1.399;5.145;99999;14.6328;33.5641;24.9442;300.2957;30
LTER-monthly;CO;C;2000-12-04;21:32;-119.5421;34.3832;23;7.94;2000.928682406;-119.5421;34.3832;7.997;8;14.6203;4.0983;3.534;0.35;99999;99999;0.04;71.091;1.365;4.351;99999;14.6192;33.5644;24.9473;300.0256;53
LTER-monthly;CO;C;2000-12-04;21:33;-119.5421;34.3832;23;8.922;2000.928683109;-119.5421;34.3832;8.986;9;14.6118;4.0976;3.557;0.347;99999;99999;0.05;71.562;1.338;4.303;99999;14.6105;33.5646;24.9493;299.8612;36
LTER-monthly;CO;C;2000-12-04;21:33;-119.5421;34.3832;23;9.893;2000.928683757;-119.5421;34.3832;9.964;10;14.6041;4.0969;3.588;0.343;99999;99999;0.05;72.191;1.303;4.222;99999;14.6027;33.5645;24.9509;299.7427;46
LTER-monthly;CO;C;2000-12-04;21:33;-119.5421;34.3832;23;10.866;2000.92868439;-119.5421;34.3832;10.944;11;14.6001;4.0965;3.574;0.335;99999;99999;0.05;71.9;1.32;4.099;99999;14.5985;33.564;24.9514;299.7214;34
LTER-monthly;CO;C;2000-12-04;21:34;-119.5421;34.3832;23;11.933;2000.928684896;-119.5421;34.3832;12.019;12;14.5939;4.096;3.573;0.335;99999;99999;0.06;71.888;1.32;4.094;99999;14.5922;33.5643;24.953;299.6038;30
LTER-monthly;CO;C;2000-12-04;21:34;-119.5421;34.3832;23;12.933;2000.92868537;-119.5421;34.3832;13.027;13;14.5782;4.0946;3.587;0.324;99999;99999;0.08;72.18;1.304;3.906;99999;14.5763;33.5646;24.9566;299.2859;30
LTER-monthly;CO;C;2000-12-04;21:34;-119.5421;34.3832;23;13.852;2000.928685963;-119.5421;34.3832;13.952;14;14.5598;4.0929;3.53;0.3;99999;99999;0.04;71.016;1.369;3.503;99999;14.5577;33.5646;24.9606;298.9344;45
LTER-monthly;CO;C;2000-12-04;21:34;-119.5421;34.3832;23;14.912;2000.928686564;-119.5421;34.3832;15.02;15;14.5462;4.0916;3.445;0.273;99999;99999;0.07;69.266;1.469;3.043;99999;14.544;33.5641;24.9631;298.7288;31
LTER-monthly;CO;C;2000-12-04;21:35;-119.5421;34.3832;23;15.899;2000.928687125;-119.5421;34.3832;16.014;16;14.5413;4.0911;3.399;0.267;99999;99999;0.05;68.323;1.524;2.939;99999;14.539;33.564;24.9641;298.6641;40
LTER-monthly;CO;C;2000-12-04;21:35;-119.5421;34.3832;23;16.902;2000.928687758;-119.5421;34.3832;17.024;17;14.5306;4.0901;3.4;0.26;99999;99999;0.05;68.349;1.522;2.82;99999;14.5281;33.5637;24.9662;298.4916;40
LTER-monthly;CO;C;2000-12-04;21:35;-119.5421;34.3832;23;17.815;2000.92868843;-119.5421;34.3832;17.944;18;14.5249;4.0897;3.429;0.25;99999;99999;0.04;68.943;1.488;2.657;99999;14.5222;33.5642;24.9678;298.3679;45
LTER-monthly;CO;C;2000-12-04;21:36;-119.5421;34.3832;23;18.854;2000.928689117;-119.5421;34.3832;18.991;19;14.521;4.0894;3.43;0.24;99999;99999;0.05;68.969;1.486;2.483;99999;14.5182;33.5643;24.9688;298.3076;42
LTER-monthly;CO;C;2000-12-04;21:36;-119.5421;34.3832;23;19.839;2000.928689789;-119.5421;34.3832;19.982;20;14.519;4.0893;3.425;0.227;99999;99999;0.05;68.865;1.492;2.252;99999;14.5161;33.5644;24.9693;298.286;43
LTER-monthly;CO;C;2000-12-04;21:37;-119.5421;34.3832;23;20.807;2000.928690454;-119.5421;34.3832;20.958;21;14.5166;4.0891;3.379;0.217;99999;99999;0.05;67.926;1.547;2.084;99999;14.5135;33.5647;24.9701;298.2406;41
LTER-monthly;CO;C;2000-12-04;21:37;-119.5421;34.3832;23;21.588;2000.928690928;-119.5421;34.3832;21.744;22;14.5151;4.0881;2.842;0.219;99999;99999;0.05;56.947;2.271;2.122;99999;14.5119;33.5565;24.9641;298.835;19
LTER-monthly;CO;C;2001-02-05;21:10;-119.5421;34.3832;23;6.019;2001.101047692;-119.5421;34.3832;6.062;6;13.2788;3.9675;3.585;0.35;99999;99999;0;72.14;1.306;4.351;99999;13.278;33.5224;25.1928;276.5875;149
LTER-monthly;CO;C;2001-03-07;22:25;-119.5421;34.3832;23;1.407;2001.183382396;-119.5421;34.3832;1.417;1;13.8253;3.7345;0.799;0.251;99999;99999;0.03;15.163;7.547;2.66;99999;13.8251;30.8945;23.052;480.5735;12
LTER-monthly;CO;C;2001-03-07;22:25;-119.5421;34.3832;23;1.995;2001.183382721;-119.5421;34.3832;2.009;2;13.4331;3.7071;0.587;0.255;99999;99999;0.07;10.846;8.979;2.739;99999;13.4328;30.9574;23.1786;468.4877;29
LTER-monthly;CO;C;2001-03-07;22:26;-119.5421;34.3832;23;3.015;2001.183383189;-119.5421;34.3832;3.037;3;13.3293;3.7176;0.398;0.242;99999;99999;0.06;6.977;10.66;2.511;99999;13.3289;31.1391;23.3396;453.1445;30
LTER-monthly;CO;C;2001-03-07;22:26;-119.5421;34.3832;23;3.953;2001.183383689;-119.5421;34.3832;3.981;4;13.3659;3.7448;0.502;0.236;99999;99999;0.07;9.09;9.659;2.418;99999;13.3654;31.3623;23.505;437.3791;33
LTER-monthly;CO;C;2001-03-07;22:26;-119.5421;34.3832;23;4.998;2001.183384156;-119.5421;34.3832;5.034;5;13.3924;3.7513;0.825;0.236;99999;99999;0.08;15.707;7.476;2.418;99999;13.3917;31.4008;23.5295;435.0653;26
LTER-monthly;CO;C;2001-03-07;22:26;-119.5421;34.3832;23;5.955;2001.183384616;-119.5421;34.3832;5.998;6;13.4319;3.7706;1.011;0.237;99999;99999;0.06;19.504;6.553;2.432;99999;13.4311;31.547;23.6346;425.0551;32
LTER-monthly;CO;C;2001-03-07;22:27;-119.5421;34.3832;23;7.004;2001.183385258;-119.5421;34.3832;7.055;7;13.4374;3.8097;1.86;0.231;99999;99999;0.05;36.859;4.019;2.324;99999;13.4364;31.907;23.9118;398.6368;49
LTER-monthly;CO;C;2001-03-07;22:27;-119.5421;34.3832;23;7.94;2001.183386067;-119.5421;34.3832;7.998;8;13.4015;3.8236;2.14;0.222;99999;99999;0.04;42.579;3.419;2.181;99999;13.4005;32.0657;24.0417;386.278;53
LTER-monthly;CO;C;2001-03-07;22:28;-119.5421;34.3832;23;8.93;2001.18338682;-119.5421;34.3832;8.995;9;13.3792;3.8369;2.351;0.222;99999;99999;0.04;46.902;3.035;2.178;99999;13.3779;32.2084;24.1565;375.3544;42
LTER-monthly;CO;C;2001-03-07;22:28;-119.5421;34.3832;23;9.921;2001.183387509;-119.5421;34.3832;9.992;10;13.3749;3.8454;2.554;0.22;99999;99999;0.05;51.059;2.69;2.137;99999;13.3736;32.2915;24.2216;369.178;45
LTER-monthly;CO;C;2001-03-07;22:28;-119.5421;34.3832;23;10.947;2001.183388215;-119.5421;34.3832;11.026;11;13.3683;3.8482;2.716;0.219;99999;99999;0.05;54.366;2.44;2.131;99999;13.3668;32.3226;24.247;366.7846;44
LTER-monthly;CO;C;2001-03-07;22:29;-119.5421;34.3832;23;11.925;2001.183389024;-119.5421;34.3832;12.011;12;13.3488;3.8496;2.649;0.22;99999;99999;0.03;52.99;2.542;2.135;99999;13.3472;32.3518;24.2735;364.2847;58
LTER-monthly;CO;C;2001-03-07;22:29;-119.5421;34.3832;23;12.907;2001.183389904;-119.5421;34.3832;13.001;13;13.2913;3.8707;2.469;0.221;99999;99999;0.03;49.321;2.832;2.162;99999;13.2896;32.5987;24.4759;345.0242;53
LTER-monthly;CO;C;2001-03-07;22:30;-119.5421;34.3832;23;13.863;2001.183390728;-119.5421;34.3832;13.964;14;13.2763;3.8878;2.056;0.221;99999;99999;0.04;40.878;3.584;2.149;99999;13.2744;32.7713;24.6124;332.0449;51
LTER-monthly;CO;C;2001-03-07;22:30;-119.5421;34.3832;23;14.877;2001.183391418;-119.5421;34.3832;14.984;15;13.2722;3.8969;1.716;0.217;99999;99999;0.06;33.91;4.357;2.095;99999;13.2702;32.8603;24.6821;325.4369;36
LTER-monthly;CO;C;2001-03-07;22:30;-119.5421;34.3832;23;15.976;2001.183391965;-119.5421;34.3832;16.092;16;13.272;3.8982;0.952;0.219;99999;99999;0.06;18.307;6.85;2.131;99999;13.2699;32.8721;24.6913;324.5878;33
LTER-monthly;CO;C;2001-03-07;22:31;-119.5421;34.3832;23;16.907;2001.183392472;-119.5421;34.3832;17.029;17;13.2732;3.9001;0.564;0.22;99999;99999;0.08;10.367;9.125;2.148;99999;13.2709;32.8883;24.7037;323.4376;31
LTER-monthly;CO;C;2001-03-07;22:31;-119.5421;34.3832;23;17.891;2001.183392948;-119.5421;34.3832;18.02;18;13.2748;3.9028;0.436;0.22;99999;99999;0.06;7.751;10.246;2.148;99999;13.2724;32.9121;24.7217;321.7446;29
LTER-monthly;CO;C;2001-03-07;22:31;-119.5421;34.3832;23;18.833;2001.18339336;-119.5421;34.3832;18.969;19;13.2752;3.906;0.469;0.22;99999;99999;0.08;8.432;9.898;2.147;99999;13.2726;32.9417;24.7446;319.5953;23
LTER-monthly;CO;C;2001-03-07;22:31;-119.5421;34.3832;23;19.866;2001.183393709;-119.5421;34.3832;20.009;20;13.2746;3.9097;0.415;0.22;99999;99999;0.1;7.323;10.465;2.148;99999;13.2719;32.9759;24.7713;317.0831;21
LTER-monthly;CO;C;2001-04-04;23:35;-119.5421;34.3832;23;2.025;2001.26022678;-119.5421;34.3832;2.04;2;15.1628;4.1393;4.081;0.155;99999;99999;0.14;82.267;0.781;1.037;99999;15.1625;33.4724;24.759;317.78;16
LTER-monthly;CO;C;2001-04-04;23:35;-119.5421;34.3832;23;3.014;2001.260227058;-119.5421;34.3832;3.036;3;15.1326;4.1363;4.064;0.16;99999;99999;0.11;81.916;0.798;1.126;99999;15.1322;33.4707;24.7643;317.3024;19
LTER-monthly;CO;C;2001-04-04;23:35;-119.5421;34.3832;23;4.022;2001.260227375;-119.5421;34.3832;4.051;4;15.0873;4.1315;4.026;0.168;99999;99999;0.1;81.148;0.836;1.248;99999;15.0867;33.4659;24.7706;316.7382;21
LTER-monthly;CO;C;2001-04-04;23:35;-119.5421;34.3832;23;4.985;2001.260227748;-119.5421;34.3832;5.021;5;15.0331;4.126;3.914;0.32;99999;99999;0.08;78.868;0.951;3.84;99999;15.0324;33.4624;24.7797;315.8977;26
LTER-monthly;CO;C;2001-04-04;23:35;-119.5421;34.3832;23;5.948;2001.260228207;-119.5421;34.3832;5.99;6;14.9989;4.1229;3.129;1.116;99999;99999;0.06;62.812;1.883;17.358;99999;14.998;33.4631;24.7877;315.1641;32
LTER-monthly;CO;C;2001-04-04;23:36;-119.5421;34.3832;23;6.933;2001.260228659;-119.5421;34.3832;6.983;7;14.9719;4.1205;3.542;0.288;99999;99999;0.08;71.259;1.363;3.289;99999;14.9708;33.4643;24.7945;314.5511;25
LTER-monthly;CO;C;2001-04-04;23:36;-119.5421;34.3832;23;7.928;2001.260229024;-119.5421;34.3832;7.985;8;14.6202;4.0886;3.766;0.248;99999;99999;0.09;75.837;1.107;2.623;99999;14.6191;33.4753;24.8784;306.5806;21
LTER-monthly;CO;C;2001-04-04;23:36;-119.5421;34.3832;23;8.971;2001.260229373;-119.5421;34.3832;9.035;9;14.3068;4.0608;3.675;0.295;99999;99999;0.07;73.968;1.206;3.408;99999;14.3055;33.4916;24.9577;299.0663;23
LTER-monthly;CO;C;2001-04-04;23:36;-119.5421;34.3832;23;9.948;2001.260229698;-119.5421;34.3832;10.02;10;14.189;4.0503;3.677;0.26;99999;99999;0.11;74.008;1.204;2.822;99999;14.1875;33.4962;24.986;296.3983;18
